,Material,Componente,FI0,Quantidade componente,col_bmeng
33074,70014306,70014312,1.0,1000.0,1000.0
33077,70014307,70014300,1.0,1000.0,1000.0
33081,42000140,42000027,1.0,1000.0,1000.0
33084,71001321,70013625,1.0,1000.0,1000.0
33090,71001627,71001317,1.0,1000.0,1000.0
33093,71001628,71001318,1.0,1000.0,1000.0
33096,71001629,71001319,1.0,1000.0,1000.0
33103,71001630,71001320,1.0,1000.0,1000.0
33105,72000373,72000557,1.0,1200.0,1200.0
33106,72000373,90100255,1.0,1200.0,1200.0
33108,72000373,90100496,1.0,1200.0,1200.0
33111,72000374,90100255,1.0,1200.0,1200.0
33113,72000374,90100496,1.0,1200.0,1200.0
33114,72000374,72000557,1.0,1200.0,1200.0
33119,72000375,90100255,1.0,1200.0,1200.0
33120,72000375,72000557,1.0,1200.0,1200.0
33121,72000375,90100496,1.0,1200.0,1200.0
33125,72000376,72000557,1.0,1200.0,1200.0
33130,72000376,90100496,1.0,1200.0,1200.0
33131,72000377,72000557,1.0,1200.0,1200.0
33132,72000377,90100255,1.0,1200.0,1200.0
33136,72000377,90100496,1.0,1200.0,1200.0
33137,72000378,90100255,1.0,1200.0,1200.0
33140,72000378,90100496,1.0,1200.0,1200.0
33141,72000378,72000557,1.0,1200.0,1200.0
33144,72000294,90100496,1.0,600.0,600.0
33147,72000294,90100255,1.0,600.0,600.0
33149,72000294,72000006,1.0,600.0,600.0
33151,72000253,72000006,1.0,600.0,600.0
33154,72000253,90100255,1.0,600.0,600.0
33155,72000253,90100496,1.0,600.0,600.0
33159,72000254,90100255,1.0,600.0,600.0
33160,72000254,90100496,1.0,600.0,600.0
33162,72000254,72000006,1.0,600.0,600.0
33167,72000383,90100255,1.0,600.0,600.0
33168,72000383,72000006,1.0,600.0,600.0
33169,72000383,90100496,1.0,600.0,600.0
33170,72000296,90100496,1.0,600.0,600.0
33173,72000296,90100255,1.0,600.0,600.0
33175,72000296,72000006,1.0,600.0,600.0
33178,72000385,72000006,1.0,600.0,600.0
33181,72000385,90100255,1.0,600.0,600.0
33182,72000385,90100496,1.0,600.0,600.0
33184,72000255,90100255,1.0,600.0,600.0
33186,72000255,90100496,1.0,600.0,600.0
33189,72000255,72000006,1.0,600.0,600.0
33191,72000387,72000617,1.0,100.0,100.0
33193,72000387,90100496,1.0,100.0,100.0
33196,72000388,72000617,1.0,100.0,100.0
33198,72000388,90100496,1.0,100.0,100.0
33201,72000388,90100255,0.5,50.0,100.0
33203,72000251,90100496,1.0,1200.0,1200.0
33205,72000251,72000465,1.0,1200.0,1200.0
33206,72000251,90100255,1.0,1200.0,1200.0
33211,72000252,72000465,1.0,1200.0,1200.0
33213,72000252,90100255,1.0,1200.0,1200.0
33214,72000252,90100496,1.0,1200.0,1200.0
33215,72000391,90100255,1.0,600.0,600.0
33216,72000391,72000439,1.0,600.0,600.0
33218,72000391,90100496,1.0,600.0,600.0
33222,72000392,90100496,1.0,100.0,100.0
33223,72000392,72000124,1.0,100.0,100.0
33224,72000392,90100255,1.0,100.0,100.0
33229,72000393,72000043,1.0,50.0,50.0
33231,72000393,90100348,1.0,50.0,50.0
33232,72000393,90100497,1.0,50.0,50.0
33234,72000424,90100348,1.0,50.0,50.0
33237,72000424,72000271,1.0,50.0,50.0
33238,72000424,90100497,1.0,50.0,50.0
33242,72000379,90100497,1.0,50.0,50.0
33244,72000379,72000271,1.0,50.0,50.0
33248,72000380,72000271,1.0,50.0,50.0
33250,72000380,90100497,1.0,50.0,50.0
33251,72000380,90100286,1.0,50.0,50.0
33252,72000380,90100312,1.0,50.0,50.0
33253,72000381,90100312,1.0,50.0,50.0
33254,72000381,90100497,1.0,50.0,50.0
33256,72000381,90100348,1.0,50.0,50.0
33257,72000381,72000271,1.0,50.0,50.0
33259,72000381,90100286,1.0,50.0,50.0
33260,72000571,72000272,1.0,50.0,50.0
33264,72000571,90100497,1.0,50.0,50.0
33266,72000578,72000272,1.0,50.0,50.0
33267,72000578,90100497,1.0,50.0,50.0
33271,72000578,90100312,1.0,50.0,50.0
33272,72000578,90100348,1.0,50.0,50.0
33273,72000430,90100497,1.0,50.0,50.0
33274,72000430,90100348,1.0,50.0,50.0
33275,72000430,72000049,1.0,50.0,50.0
33277,72000431,72000050,1.0,50.0,50.0
33279,72000431,90100348,1.0,50.0,50.0
33280,72000431,90100497,1.0,50.0,50.0
33282,72000611,90100482,1.0,100.0,100.0
33284,72000449,90100317,1.0,50.0,50.0
33286,72000449,90100498,1.0,50.0,50.0
33287,72000449,72000051,1.0,50.0,50.0
33291,72000474,90100497,1.0,50.0,50.0
33294,72000474,72001577,1.0,50.0,50.0
33297,72000591,90100286,1.0,450.0,450.0
33298,72000591,72000197,1.0,450.0,450.0
33299,72000591,90100312,1.0,450.0,450.0
33303,72000605,90100308,4.0,1800.0,450.0
33304,72000605,90100312,1.0,450.0,450.0
33307,72000605,72000197,1.0,450.0,450.0
33311,71001631,71001610,1.0,1000.0,1000.0
33313,71001632,71001635,1.0,1000.0,1000.0
33315,71001626,70014333,1.0,1000.0,1000.0
33318,71001578,71001641,1.0,1000.0,1000.0
33323,70013976,70005653,1.0,1000.0,1000.0
33327,72001001,72001083,1.0,1200.0,1200.0
33328,72001001,90100319,1.0,1200.0,1200.0
33330,72001001,90100312,1.0,1200.0,1200.0
33332,70013973,70005632,1.0,1000.0,1000.0
33337,70014042,70004415,1.0,1000.0,1000.0
33342,70014070,70000061,1.0,1.0,1.0
33344,70014022,70013545,1.0,1000.0,1000.0
33348,70013965,70000657,0.01924,19.24,1000.0
33351,70013974,70007562,1.0,1000.0,1000.0
33354,71001546,71001642,1.0,1000.0,1000.0
33355,70013983,70013505,1.0,1000.0,1000.0
33358,70014224,70014353,1.0,1000.0,1000.0
33362,71001545,71001358,1.0,1000.0,1000.0
33367,71001552,71001431,1.0,1000.0,1000.0
33372,72000963,72000954,1.0,100.0,100.0
33373,72000937,72001084,1.0,1800.0,1800.0
33378,70003540,70014348,1.0,17.0,17.0
33381,72001004,72001085,1.0,180.0,180.0
33386,72000962,72000954,1.0,100.0,100.0
33390,70014145,70014334,1.0,1000.0,1000.0
33393,70014240,70014354,1.0,1000.0,1000.0
33396,70002334,70014350,1.0,1000.0,1000.0
33397,70014215,70014349,1.0,1000.0,1000.0
33401,70014150,70014346,1.0,1000.0,1000.0
33404,70014152,70014352,1.0,1000.0,1000.0
33407,70014206,70014347,1.0,1000.0,1000.0
33409,70014154,70014336,1.0,1000.0,1000.0
33413,70014197,70014344,1.0,1000.0,1000.0
33416,70014168,70014341,1.0,1000.0,1000.0
33418,70014176,70014342,1.0,1000.0,1000.0
33420,70013958,70011703,1.0,1000.0,1000.0
33426,72000968,72000951,1.0,360.0,360.0
33430,72000969,72000952,1.0,120.0,120.0
33433,72000970,72000957,1.0,100.0,100.0
33438,72000971,72000957,1.0,100.0,100.0
33441,72000972,72000958,1.0,80.0,80.0
33443,70014087,70000072,0.11111153846153846,288.89,2600.0
33446,72000930,72000302,1.0,600.0,600.0
33448,72000930,90100319,1.0,600.0,600.0
33453,72001032,72000977,1.0,600.0,600.0
33454,72001032,90100312,1.0,600.0,600.0
33455,72001032,90100319,1.0,600.0,600.0
33460,70014088,90100055,0.083333,83.333,1000.0
33463,70014088,70013422,1.0,1000.0,1000.0
33464,72001002,90100312,1.0,600.0,600.0
33465,72001002,72000977,1.0,600.0,600.0
33468,72001002,90100319,1.0,600.0,600.0
33472,72000935,90100286,1.0,450.0,450.0
33473,72000935,90100319,1.0,450.0,450.0
33474,72000935,72000978,1.0,450.0,450.0
33477,72000935,90100312,1.0,450.0,450.0
33482,72001009,70000296,0.06666666666666667,72.0,1080.0
33487,72001008,70000296,0.08333333333333333,150.0,1800.0
33489,72001007,72000155,1.0,2040.0,2040.0
33492,72001006,72000324,1.0,690.0,690.0
33500,72001005,72000010,1.0,390.0,390.0
33502,72001005,72000322,1.0,390.0,390.0
33503,72001005,72000324,1.0,390.0,390.0
33508,72001011,72000336,1.0,1800.0,1800.0
33509,72001010,72000178,1.0,1280.0,1280.0
33514,72001003,72000231,1.0,140.0,140.0
33522,72000960,72000959,1.0,1520.0,1520.0
33527,70014185,70006538,1.0,1000.0,1000.0
33530,70014188,70006894,1.0,1000.0,1000.0
33533,70014198,70006741,1.0,1000.0,1000.0
33534,70014163,70013736,1.0,1000.0,1000.0
33537,70014207,70013762,1.0,1000.0,1000.0
33541,70014208,70013763,1.0,1000.0,1000.0
33544,70014216,70006885,1.0,1000.0,1000.0
33548,70014170,70006298,1.0,1000.0,1000.0
33551,70014217,70013772,1.0,1000.0,1000.0
33554,70014220,70013775,1.0,1000.0,1000.0
33557,70014171,70003728,1.0,1000.0,1000.0
33558,70014229,70007202,1.0,1000.0,1000.0
33563,70014184,70009732,1.0,1000.0,1000.0
33565,70014234,70013792,1.0,1000.0,1000.0
33568,70014235,70013793,1.0,1000.0,1000.0
33571,70014239,70009391,1.0,1000.0,1000.0
33575,70013945,70014320,1.0,1000.0,1000.0
33577,70013944,70014319,1.0,1000.0,1000.0
33581,70004841,70010421,1.0,1000.0,1000.0
33582,46000334,46000119,1.0,1.0,1.0
33583,72001099,72000058,1.0,600.0,600.0
33586,72001099,90100319,1.0,600.0,600.0
33589,70014431,70014430,1.0,1.0,1.0
33592,70014374,70008913,1.0,1000.0,1000.0
33596,70014376,70000084,1.0,1.0,1.0
33597,71001707,71001715,1.0,1000.0,1000.0
33600,71001699,71001657,1.0,1000.0,1000.0
33605,71001701,71001658,1.0,1000.0,1000.0
33606,71001702,71001659,1.0,1000.0,1000.0
33611,71001703,71001661,1.0,1000.0,1000.0
33614,71001705,71001662,1.0,1000.0,1000.0
33617,71001706,71001663,1.0,1000.0,1000.0
33618,71001697,71001664,1.0,1000.0,1000.0
33622,70014451,70005846,0.111111,111.111,1000.0
33624,70014452,70004823,1.0,1.0,1.0
33631,70014457,70005627,1.0,1000.0,1000.0
33632,70014458,70011636,1.0,1000.0,1000.0
33636,70014459,70014448,1.0,1000.0,1000.0
33639,70011776,70005611,1.0,1000.0,1000.0
33643,72001095,72001101,1.0,720.0,720.0
33644,72001098,90100286,1.0,450.0,450.0
33646,72001098,72000197,1.0,450.0,450.0
33650,72001098,90100312,1.0,450.0,450.0
33653,72001100,72000414,1.0,100.0,100.0
33654,72001100,90100286,1.0,100.0,100.0
33655,72001100,90100312,1.0,100.0,100.0
33658,71001726,71001727,1.0,1000.0,1000.0
33665,70014478,70006592,1.0,1000.0,1000.0
33667,70014487,70008334,15.0,15000.0,1000.0
33672,70014479,70006451,10.0,10000.0,1000.0
33679,70014482,70008329,6.0,6000.0,1000.0
33683,70013938,70011843,1.0,1000.0,1000.0
33685,70013946,70014500,1.0,1000.0,1000.0
33689,71001700,71001721,1.0,1000.0,1000.0
33693,71001704,71001723,1.0,1000.0,1000.0
33694,71001708,71001725,1.0,1000.0,1000.0
33697,71001710,71001730,1.0,1000.0,1000.0
33701,70014419,70014473,1.0,1000.0,1000.0
33705,70014472,70014501,2.655,2655.0,1000.0
33710,70014477,70014476,350.0,350.0,1.0
33716,70014480,70014499,8.0,8000.0,1000.0
33720,70002916,70006689,1.0,1000.0,1000.0
33725,70002919,70006690,1.0,1000.0,1000.0
33729,71001736,71001737,1.0,1000.0,1000.0
33735,71001746,71001747,1.0,1000.0,1000.0
33737,70014507,70014508,1.0,1000.0,1000.0
33740,71001741,71001742,1.0,1000.0,1000.0
33742,71001749,71001750,1.0,1000.0,1000.0
33754,71001754,71001742,1.0,1000.0,1000.0
33756,70014492,70005604,1.0,1000.0,1000.0
33758,70002490,70000914,1.0,1.0,1.0
33760,70014491,70000681,0.07692,76.92,1000.0
33764,41000650,41000366,1.0,1000.0,1000.0
33767,71001549,71001428,1.0,1000.0,1000.0
33768,70014502,70013529,1.0,1000.0,1000.0
33773,70014503,70000553,1.0,1000.0,1000.0
33774,70014494,70005861,1.0,1.0,1.0
33776,70014534,70014535,1.0,9.0,9.0
33779,71001550,71001429,1.0,1000.0,1000.0
33781,71001758,71001759,1.0,1000.0,1000.0
33783,71001713,71001757,1.0,1000.0,1000.0
33786,71001709,71001756,1.0,1000.0,1000.0
33790,70014544,70014545,1.0,1000.0,1000.0
33793,70014505,70010795,1.0,1000.0,1000.0
33796,70014546,70006773,1.0,1.0,1.0
33804,70014547,70006764,1.0,1.0,1.0
33807,70014548,70014549,1.0,1000.0,1000.0
33809,70014506,70014552,1.0,1000.0,1000.0
33811,70014569,70014568,1.0,1000.0,1000.0
33816,70014575,70014574,83.0,83.0,1.0
33820,70014553,70014554,1.0,1000.0,1000.0
33823,70014555,70014556,1.0,1000.0,1000.0
33825,70014519,70000369,1.0,1000.0,1000.0
33829,70014561,70008526,25.0,25.0,1.0
33833,70014562,70014563,20.0,20.0,1.0
33836,71001773,71001775,1.0,1000.0,1000.0
33839,71001786,71001787,1.0,1000.0,1000.0
33843,70014572,70014573,1.0,1000.0,1000.0
33846,72001117,90100255,1.0,1200.0,1200.0
33848,72001117,72000465,1.0,1200.0,1200.0
33852,70014584,70014586,1.0,1000.0,1000.0
33855,70014595,70006138,1.0,1000.0,1000.0
33857,70014596,70006076,1.0,1000.0,1000.0
33861,70014597,70001056,1.0,1000.0,1000.0
33863,70014598,70001057,1.0,1000.0,1000.0
33865,70014613,70014614,1.0,1000.0,1000.0
33869,70014606,70014605,15.0,15.0,1.0
33875,70014121,70014610,1.0,1000.0,1000.0
33877,70007648,70008803,1.0,1.0,1.0
33881,71001797,71001798,1.0,1000.0,1000.0
33884,71001803,71001798,1.0,1000.0,1000.0
33885,71001799,71001800,1.0,1000.0,1000.0
33889,71001717,70014433,1.0,1000.0,1000.0
33892,71001783,71001784,1.0,1000.0,1000.0
33895,71001778,71001779,1.0,1000.0,1000.0
33898,71001785,71001796,1.0,1000.0,1000.0
33902,71001781,71001782,1.0,1000.0,1000.0
33905,70014615,70014616,2.32,2320.0,1000.0
33908,70014617,70014618,2.32,2320.0,1000.0
33913,71000671,71001805,1.0,1000.0,1000.0
33918,71001790,71001812,1.0,1000.0,1000.0
33920,71001811,71001812,1.0,1000.0,1000.0
33924,71001806,71001807,1.0,1000.0,1000.0
33927,71001808,71001809,1.0,1000.0,1000.0
33930,70014620,70009992,1.0,1000.0,1000.0
33931,70014818,70014819,1.0,1000.0,1000.0
33935,70014848,70003879,0.111111,111.111,1000.0
33936,70014850,70014849,1.0,1.0,1.0
33940,70000994,70001121,1.0,1.0,1.0
33943,72001146,72001150,0.2,40.0,200.0
33944,72001146,90100319,1.0,200.0,200.0
33945,72001146,72001152,0.15,30.0,200.0
33946,72001146,72001147,0.25,50.0,200.0
33947,72001146,72001151,0.4,80.0,200.0
33951,70014859,70006559,1.0,1.0,1.0
33956,71001928,71002007,1.0,1.0,1.0
33960,70014881,70014882,1.0,1000.0,1000.0
33965,70014884,70004823,1.0,1.0,1.0
33968,70014885,70004823,1.0,1.0,1.0
33974,70014821,70010545,1.0,1000.0,1000.0
33979,72000928,72000301,1.0,1200.0,1200.0
33981,70015045,70015060,1.0,1000.0,1000.0
33987,70001588,70014931,60.0,60.0,1.0
33988,71000180,70006760,0.14286000000000001,142.86,1000.0
33990,71001573,71001360,1.0,1000.0,1000.0
33996,70014803,70014802,1.0,1000.0,1000.0
33997,70010394,70010395,1.0,1000.0,1000.0
34004,71000206,71000963,1.0,1000.0,1000.0
34007,70021901,70001631,0.023260000000000003,23.26,1000.0
34011,71000669,71004777,1.0,1000.0,1000.0
34012,70011944,70004828,1.0,1.0,1.0
34013,70011939,70004886,1.0,1.0,1.0
34014,70012091,70001617,1.0,1.0,1.0
34015,70012092,70000681,1.0,1.0,1.0
34016,70012090,70005854,3.0,3000.0,1000.0
34018,70012087,70001618,1.0,1.0,1.0
34019,70012088,70001618,1.0,1.0,1.0
34020,70012086,70000655,1.0,1.0,1.0
34021,70012085,70000655,1.0,1.0,1.0
34022,70012083,70005845,1.0,1000.0,1000.0
34023,70012079,70001620,1.0,1.0,1.0
34024,70012078,70000657,1.0,1.0,1.0
34025,70012080,70001620,1.0,1.0,1.0
34026,70012077,70001620,1.0,1.0,1.0
34027,70012081,70001620,1.0,1.0,1.0
34028,70012075,70001621,1.0,1.0,1.0
34029,70012074,70001622,1.0,1.0,1.0
34030,70012071,70002708,1.0,1.0,1.0
34031,70012072,70001861,1.0,1.0,1.0
34032,70012073,70002017,1.0,1.0,1.0
34033,70012070,70001725,1.0,1.0,1.0
34034,70012069,70001726,1.0,1.0,1.0
34035,70012068,70002129,1.0,1.0,1.0
34036,70012066,70000001,1.0,1.0,1.0
34037,70012067,70000001,1.0,1.0,1.0
34038,70012065,70000359,1.0,1.0,1.0
34039,70012063,70000653,1.0,1.0,1.0
34040,70012062,70000659,1.0,1.0,1.0
34041,70012064,70000002,1.0,1.0,1.0
34042,70012061,70001330,1.0,1.0,1.0
34043,70012059,70001624,1.0,1.0,1.0
34044,70012056,70012057,1.0,1.0,1.0
34045,70012054,70000081,1.0,1.0,1.0
34046,70012053,70012055,1.0,1.0,1.0
34047,70012051,70000004,1.0,1.0,1.0
34048,70012052,70000661,1.0,1.0,1.0
34049,70012049,70003297,1.0,1.0,1.0
34050,70012047,70000678,1.0,1.0,1.0
34051,70012048,70000678,1.0,1.0,1.0
34052,70012050,70003297,1.0,1.0,1.0
34053,70012046,70007414,1.0,1.0,1.0
34054,70012044,70000591,1.0,1.0,1.0
34055,70012045,70000591,1.0,1.0,1.0
34056,70012041,70001687,1.0,1.0,1.0
34057,70012040,70000606,1.0,1.0,1.0
34059,70012036,70005512,2.0,2.0,1.0
34061,70012035,70012031,2.0,8.0,4.0
34062,70012027,70001631,1.0,1.0,1.0
34063,70012031,70001631,1.0,1.0,1.0
34064,70012029,70001631,1.0,1.0,1.0
34065,70012025,70000358,1.0,1.0,1.0
34066,70012024,70000665,1.0,1.0,1.0
34067,70012026,70000358,1.0,1.0,1.0
34068,70012020,70001703,1.0,1.0,1.0
34069,70012016,70000462,1.0,1.0,1.0
34070,70012017,70000462,1.0,1.0,1.0
34071,70012015,70000462,1.0,1.0,1.0
34072,70012019,70000462,1.0,1.0,1.0
34073,70012013,70001548,1.0,1.0,1.0
34074,70012011,70000676,1.0,1.0,1.0
34075,70012012,70000676,1.0,1.0,1.0
34076,70012008,70001219,1.0,1.0,1.0
34077,70012010,70001219,1.0,1.0,1.0
34078,70012009,70001219,1.0,1.0,1.0
34079,70012007,70003073,1.0,1.0,1.0
34081,70012006,70012005,1.0,19.0,19.0
34082,70012006,70012002,1.0,19.0,19.0
34083,70012003,70000006,1.0,1.0,1.0
34084,70012004,70000667,1.0,1.0,1.0
34085,70012005,70000668,1.0,1.0,1.0
34086,70012000,70000675,1.0,1.0,1.0
34087,70012001,70000675,1.0,1.0,1.0
34088,70011999,70002194,1.0,1.0,1.0
34089,70011998,70002185,1.0,1.0,1.0
34090,70011997,70000708,1.0,1.0,1.0
34091,70011994,70001626,1.0,1.0,1.0
34092,70011995,70001626,1.0,1.0,1.0
34093,70011993,70000669,1.0,1.0,1.0
34094,70011992,70005506,2.0,2.0,1.0
34096,70011991,70005531,3.0,3000.0,1000.0
34098,70011990,70000670,1.0,1.0,1.0
34099,70011989,70000008,1.0,1.0,1.0
34100,70011987,70003936,1.0,1000.0,1000.0
34101,70011985,70012077,1.0,1.0,1.0
34102,70011986,70003937,1.0,1.0,1.0
34103,70011981,70000009,1.0,1.0,1.0
34104,70011982,70000695,1.0,1.0,1.0
34105,70011979,70004150,1.0,1000.0,1000.0
34106,70011978,70001985,1.0,1.0,1.0
34107,70011974,70002908,1.0,1.0,1.0
34108,70011972,70000640,1.0,1.0,1.0
34109,70011973,70000640,1.0,1.0,1.0
34110,70011975,70002908,1.0,1.0,1.0
34111,70011971,70000642,1.0,1.0,1.0
34112,70011968,70003943,1.0,1.0,1.0
34113,70011826,70005496,0.5,500.0,1000.0
34114,70011691,70011692,1.0,1000.0,1000.0
34116,70011691,70012085,2.0,2000.0,1000.0
34117,70011687,70005845,0.43673500000000004,436.735,1000.0
34118,70011686,70005845,1.0,1000.0,1000.0
34119,70011693,70012086,0.5,500.0,1000.0
34120,70011689,70011691,0.5,500.0,1000.0
34121,70011706,70005497,0.43673500000000004,436.735,1000.0
34122,70011692,70012085,0.5,500.0,1000.0
34123,70011465,70024112,1.0,1000.0,1000.0
34124,70011464,70011493,1.0,1000.0,1000.0
34125,70011462,70011492,1.0,1000.0,1000.0
34126,70011486,70005850,0.5,500.0,1000.0
34127,70011493,70005498,0.563265,563.265,1000.0
34128,70011492,70005498,0.6653060000000001,665.306,1000.0
34129,70011299,70005855,1.0,1000.0,1000.0
34130,70011303,70012065,1.0,1000.0,1000.0
34131,70011255,70005846,1.0,1000.0,1000.0
34132,70011254,70005846,1.0,1000.0,1000.0
34133,70011245,70005846,1.0,1000.0,1000.0
34134,70011244,70005846,1.0,1000.0,1000.0
34135,70011253,70005846,1.0,1000.0,1000.0
34136,70012038,70005544,1.0,1000.0,1000.0
34137,70012038,70005847,1.0,1000.0,1000.0
34139,70010367,70003937,1.0,1000.0,1000.0
34140,70011984,70005853,1.0,1000.0,1000.0
34141,70010368,70005853,1.0,1000.0,1000.0
34142,70010364,70005545,1.0,1000.0,1000.0
34143,70011969,70003363,0.5,500.0,1000.0
34144,70010189,70010198,1.0,1000.0,1000.0
34145,70010198,70011948,1.0,1000.0,1000.0
34146,70011846,70001617,0.01613,16.13,1000.0
34147,70011848,70001617,0.07693000000000001,76.93,1000.0
34148,70011847,70001617,0.1,100.0,1000.0
34149,70011877,70005518,0.01283,12.83,1000.0
34150,70011876,70005518,0.02,20.0,1000.0
34151,70011875,70005518,0.02565,25.65,1000.0
34152,70011878,70005518,0.05264,52.64,1000.0
34153,70011843,70005521,0.009804,9.804,1000.0
34154,70011841,70005521,0.01471,14.71,1000.0
34155,70011840,70005521,0.024390000000000002,24.39,1000.0
34156,70011842,70005521,0.1,100.0,1000.0
34157,70011864,70005496,0.010417,10.417,1000.0
34158,70011853,70005496,0.016129,16.129,1000.0
34159,70011852,70005496,0.01924,19.24,1000.0
34160,70011867,70005496,0.0625,62.5,1000.0
34161,70011865,70005496,0.076923,76.923,1000.0
34162,70011858,70005496,0.09090999999999999,90.91,1000.0
34163,70011855,70005496,0.11112000000000001,111.12,1000.0
34164,70011819,70012091,0.11112000000000001,111.12,1000.0
34165,70011815,70005521,0.04167,41.67,1000.0
34166,70011818,70005521,0.05883,58.83,1000.0
34167,70011817,70005521,0.07693000000000001,76.93,1000.0
34168,70011816,70005521,0.1,100.0,1000.0
34169,70011830,70005521,0.02084,20.84,1000.0
34170,70011829,70005521,0.03031,30.31,1000.0
34171,70011827,70005518,0.009804,9.804,1000.0
34172,70011823,70005496,0.05,50.0,1000.0
34173,70011822,70005496,0.055560000000000005,55.56,1000.0
34174,70011821,70005496,0.08334,83.34,1000.0
34175,70011824,70012092,0.33333300000000005,333.333,1000.0
34176,70011825,70005496,0.142857,142.857,1000.0
34177,70011771,70012087,0.003205,3.205,1000.0
34178,70011769,70012087,0.00361,3.61,1000.0
34179,70011765,70012087,0.012048,12.048,1000.0
34180,70011763,70012087,0.02,20.0,1000.0
34181,70011766,70012087,0.04,40.0,1000.0
34182,70011756,70001618,0.00562,5.62,1000.0
34183,70011755,70001618,0.006024,6.024,1000.0
34184,70011752,70001618,0.01124,11.24,1000.0
34185,70011748,70001618,0.016129,16.129,1000.0
34186,70011744,70001618,0.028579999999999998,28.58,1000.0
34187,70011743,70001618,0.03126,31.26,1000.0
34188,70011753,70001618,0.05,50.0,1000.0
34189,70011751,70001618,0.08334,83.34,1000.0
34190,70011811,70012088,0.04,40.0,1000.0
34191,70011742,70012086,0.004762,4.762,1000.0
34192,70011738,70012086,0.009524,9.524,1000.0
34193,70011737,70012086,0.014286,14.286,1000.0
34194,70011736,70012086,0.019231,19.231,1000.0
34195,70011734,70012086,0.023809999999999998,23.81,1000.0
34196,70011741,70012086,0.047619,47.619,1000.0
34197,70011739,70012086,0.07693000000000001,76.93,1000.0
34198,70011732,70005532,0.009524,9.524,1000.0
34199,70011729,70005532,0.028571000000000003,28.571,1000.0
34200,70011731,70005532,0.1,100.0,1000.0
34201,70011761,70005537,0.05,50.0,1000.0
34202,70011759,70005537,0.08334,83.34,1000.0
34203,70011808,70005497,0.004808,4.808,1000.0
34204,70011804,70005497,0.006803,6.803,1000.0
34205,70011796,70005497,0.00841,8.41,1000.0
34206,70011794,70005497,0.00962,9.62,1000.0
34207,70011777,70005497,0.026316,26.316,1000.0
34208,70011773,70005497,0.037037,37.037,1000.0
34209,70011670,70005845,0.016129,16.129,1000.0
34210,70011673,70005845,0.04546,45.46,1000.0
34211,70011672,70005845,0.0625,62.5,1000.0
34212,70011679,70012088,0.01283,12.83,1000.0
34213,70011669,70012086,0.03031,30.31,1000.0
34214,70011674,70005497,0.018868,18.868,1000.0
34215,70011678,70005497,0.041667,41.667,1000.0
34216,70011677,70005497,0.05,50.0,1000.0
34217,70011648,70005845,0.02174,21.74,1000.0
34218,70011643,70005845,0.03125,31.25,1000.0
34219,70011665,70005845,0.043478,43.478,1000.0
34220,70011664,70005845,0.066667,66.667,1000.0
34221,70011663,70005845,0.07143000000000001,71.43,1000.0
34222,70011661,70005845,0.09090999999999999,90.91,1000.0
34223,70011659,70005845,0.111111,111.111,1000.0
34224,70011651,70011698,1.0,1000.0,1000.0
34225,70011645,70011696,1.0,1000.0,1000.0
34226,70011666,70005497,0.04348,43.48,1000.0
34227,70011707,70012088,0.04,40.0,1000.0
34228,70011680,70001618,0.05,50.0,1000.0
34229,70011703,70005845,0.142857,142.857,1000.0
34230,70011685,70005845,0.166667,166.667,1000.0
34231,70011702,70005845,0.16666999999999998,166.67,1000.0
34232,70011701,70005845,0.2,200.0,1000.0
34233,70011700,70005845,0.2,200.0,1000.0
34234,70011699,70005845,0.2,200.0,1000.0
34235,70011698,70005845,0.25,250.0,1000.0
34236,70011697,70005845,0.25,250.0,1000.0
34237,70011696,70005845,0.263946,263.946,1000.0
34238,70011684,70005845,0.26802699999999996,268.027,1000.0
34239,70011683,70005845,0.28027199999999997,280.272,1000.0
34240,70011695,70005845,0.33333300000000005,333.333,1000.0
34241,70011682,70005845,0.33333300000000005,333.333,1000.0
34242,70011694,70005845,0.5,500.0,1000.0
34243,70011690,70005532,0.219512,219.512,1000.0
34244,70011705,70005497,0.142857,142.857,1000.0
34245,70011704,70005497,0.22449000000000002,224.49,1000.0
34246,70011585,70001620,0.00281,2.81,1000.0
34247,70011583,70001620,0.004,4.0,1000.0
34248,70011582,70001620,0.00481,4.81,1000.0
34249,70011580,70001620,0.00562,5.62,1000.0
34250,70011579,70001620,0.006030000000000001,6.03,1000.0
34251,70011572,70001620,0.00885,8.85,1000.0
34252,70011567,70001620,0.01786,17.86,1000.0
34253,70011566,70001620,0.01819,18.19,1000.0
34254,70011560,70001620,0.024390000000000002,24.39,1000.0
34255,70011557,70001620,0.02632,26.32,1000.0
34256,70011556,70001620,0.028579999999999998,28.58,1000.0
34257,70011555,70001620,0.03226,32.26,1000.0
34258,70011574,70001620,0.047619999999999996,47.62,1000.0
34259,70011573,70001620,0.07693000000000001,76.93,1000.0
34260,70011570,70001620,0.08334,83.34,1000.0
34261,70011569,70001620,0.1,100.0,1000.0
34262,70011640,70005519,0.006030000000000001,6.03,1000.0
34263,70011639,70005519,0.01,10.0,1000.0
34264,70011535,70000657,0.009529999999999999,9.53,1000.0
34265,70011532,70000657,0.01924,19.24,1000.0
34266,70011530,70000657,0.02632,26.32,1000.0
34267,70011528,70000657,0.03125,31.25,1000.0
34268,70011536,70000657,0.05264,52.64,1000.0
34269,70011550,70005522,0.009529999999999999,9.53,1000.0
34270,70011547,70005522,0.014289999999999999,14.29,1000.0
