Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Data de criação da ov,Sold to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção,Unnamed: 24
CNM - Transformaçã,ABER,ZNEP,3823000650,20,01/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087247,01/10/2021,02/10/2021,14/07/2021,202140,70005434,"PL CI 5404/PAK 915X610X5,0 01",5880,70007034,"PL CI 5404/PAK 915X610X5,0 NE",5880,CNM-EMBALAGEM PLACAS,CNMEMBPL,19.6,US,0,
CNM - Transformaçã,ABER,ZNLE,3823000649,10,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087132,22/09/2021,25/09/2021,04/10/2021,202140,70005467,"RL CC 8232/000 1232X0,8-800M 01",31,70002824,CL CC 8232 1270X1100 NE,24.486,CNM-LAMINADORAS ROLOS,CNMLAMRL,64.583,US,0,
CNM - Transformaçã,ABER,ZNLE,3823000649,20,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087134,24/09/2021,25/09/2021,04/10/2021,202140,70000594,"RL CC 8226/000 1226X0,8-800M 01",5,70002852,CL CC 8226 1220X1100 NE,4.089,CNM-LAMINADORAS ROLOS,CNMLAMRL,7.692,US,0,
CNM - Transformaçã,ABER,ZNPL,3823000648,10,,,,1600087546,10/09/2021,11/09/2021,,0,70025187,"PL CC 8702/000 950X650X12,7 NE",20,70005998,BL CC 8702/ORT 950X650X200 NE,1.692,CNM-SERRA PLACAS,CNMSERPL,0.333,,0,
CNM - Transformaçã,ABER,ZNPL,3823000648,20,,,,1600087544,10/09/2021,11/09/2021,,0,70025189,"PL CC 9001/000 950X650X12,7 NE",20,70011981,BL CC 9001/ORT 950x650X200 NE,1.702,CNM-SERRA PLACAS,CNMSERPL,0.333,,0,
CNM - Transformaçã,ABER,ZNEP,3823000648,10,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087545,10/09/2021,11/09/2021,14/07/2021,202137,70025188,"PL CC 8702/000 950X650X12,7 01",20,70025187,"PL CC 8702/000 950X650X12,7 NE",20,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.04,US,0,
CNM - Transformaçã,ABER,ZNEP,3823000648,20,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087543,10/09/2021,11/09/2021,14/07/2021,202137,70025190,"PL CC 9001/000 950X650X12,7 01",20,70025189,"PL CC 9001/000 950X650X12,7 NE",20,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.04,US,0,
CNM - Transformaçã,ABER,ZNPL,3823000647,10,,,,1600087538,15/10/2021,16/10/2021,,0,70005776,"PL CC 8403/000 915X610X12,5 NE",3500,70005513,BL CC 8403/ORT 915X610X250 NE,176.75,CNM-LAMINADORAS PLACAS,CNMLAMPL,10.769,,0,
CNM - Transformaçã,ABER,ZNRL,3823000647,20,,,,1600087540,15/10/2021,15/10/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",7700,70023032,"RL CC 8244/000 610X5,8 NE",7147.14,CNM-SHEETER 2,CNMSHT02,17.701,,0,
CNM - Transformaçã,ABER,ZNRL,3823000647,20,,,,1600087542,15/10/2021,16/10/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",7147.14,70002818,CL CC 8244 1220X1100 NE,23.286,CNM-LAMINADORAS ROLOS,CNMLAMRL,11.436,,0,
CNM - Transformaçã,ABER,ZNEP,3823000647,10,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087537,15/10/2021,16/10/2021,14/07/2021,202142,70001797,"PL CC 8403/000 915X610X12,5 01",3500,70005776,"PL CC 8403/000 915X610X12,5 NE",3500,CNM-EMBALAGEM PLACAS,CNMEMBPL,7.292,US,0,
CNM - Transformaçã,ABER,ZNEP,3823000647,20,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087536,15/10/2021,15/10/2021,14/07/2021,202142,70004334,"PL CC 8403/000 915X610X5,8 00",7700,70023033,"PL CC 8244/000 915X610X5,8 NE",7700,CNM-EMBALAGEM PLACAS,CNMEMBPL,7.404,US,0,
CNM - Transformaçã,ABER,ZNPL,3823000646,10,,,,1600087242,07/10/2021,09/10/2021,,0,70005776,"PL CC 8403/000 915X610X12,5 NE",7350,70005513,BL CC 8403/ORT 915X610X250 NE,371.175,CNM-LAMINADORAS PLACAS,CNMLAMPL,22.615,,0,
CNM - Transformaçã,ABER,ZNEP,3823000646,10,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087243,08/10/2021,09/10/2021,14/07/2021,202141,70001797,"PL CC 8403/000 915X610X12,5 01",7350,70005776,"PL CC 8403/000 915X610X12,5 NE",7350,CNM-EMBALAGEM PLACAS,CNMEMBPL,15.313,US,0,
CNM - Transformaçã,ABER,ZNRL,3823000645,10,,,,1600087539,29/09/2021,30/09/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",14700,70023032,"RL CC 8244/000 610X5,8 NE",13644.54,CNM-SHEETER 2,CNMSHT02,33.793,,0,
CNM - Transformaçã,ABER,ZNRL,3823000645,10,,,,1600087541,29/09/2021,30/09/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",13644.54,70002818,CL CC 8244 1220X1100 NE,44.455,CNM-LAMINADORAS ROLOS,CNMLAMRL,21.831,,0,
CNM - Transformaçã,ABER,ZNEP,3823000645,10,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087535,30/09/2021,01/10/2021,14/07/2021,202140,70004334,"PL CC 8403/000 915X610X5,8 00",14700,70023033,"PL CC 8244/000 915X610X5,8 NE",14700,CNM-EMBALAGEM PLACAS,CNMEMBPL,14.135,US,0,
CNM - Transformaçã,ABER,ZNPL,3823000644,10,,,,1600087239,08/10/2021,09/10/2021,,0,70010046,"PL CI 5608/000 915X610X12,2 NE",3850,70005517,BL CI 5608/ORT 915X610X250 NE,198.275,CNM-LAMINADORAS PLACAS,CNMLAMPL,11.846,,0,
CNM - Transformaçã,ABER,ZNPL,3823000644,20,,,,1600087241,08/10/2021,09/10/2021,,0,70005776,"PL CC 8403/000 915X610X12,5 NE",3500,70005513,BL CC 8403/ORT 915X610X250 NE,176.75,CNM-LAMINADORAS PLACAS,CNMLAMPL,10.769,,0,
CNM - Transformaçã,ABER,ZNEP,3823000644,10,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087238,08/10/2021,09/10/2021,27/07/2021,202141,70005208,"PL CI 5608/000 915X610X12,2 01",3850,70010046,"PL CI 5608/000 915X610X12,2 NE",3850,CNM-EMBALAGEM PLACAS,CNMEMBPL,7.7,US,0,
CNM - Transformaçã,ABER,ZNEP,3823000644,20,30/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087240,08/10/2021,09/10/2021,27/07/2021,202141,70002259,"PL CC 8403/000 915X610X12,5 05",3500,70005776,"PL CC 8403/000 915X610X12,5 NE",3500,CNM-EMBALAGEM PLACAS,CNMEMBPL,7.292,US,0,
iCorkFactory,ABER,ZICF,3823000641,10,,,,1700009314,30/07/2021,30/07/2021,,0,75000053,GRAN REV PELLETS HDPE C/MF5 -EX45 L01 NE,105,41000344,"GRAN MF 5 0,2/0,5 50-70 HU GR",10.46,ICF - EXTRUSORA,ICFEXTRU,0.3,,0,
iCorkFactory,ABER,ZICF,3823000641,10,30/06/2021,"AMORIM TOP SERIES, S.A.",CBORGES,1700009313,30/07/2021,30/07/2021,14/07/2021,202131,75000054,GRAN REV PELLETS HDPE C/MF5 -EX45 L01 01,100,75000053,GRAN REV PELLETS HDPE C/MF5 -EX45 L01 NE,105,ICF - EMBALAGEM,ICFEMBAL,0.333,PT,0,
CRM - Transformaçã,ABER,ZRRL,3823000640,10,,,,1600086672,17/09/2021,18/09/2021,,0,70006815,"RL CI 5923/000 1000X1,6 NE",2400,70006848,CL CI 5923 1067X950 NE,6.18,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,9.796,,0,
CNM - Transformaçã,ABER,ZNMA,3823000640,20,,,,1600086549,10/09/2021,11/09/2021,,0,70006592,"RL CC 8210/000 1000X1,8-10M NE",350,70006573,"RL CC 8210/000 1000X1,8 NE",3500,CNM-REBOBINADOR MR AUTO,CNMREBMA,2.612,,0,
CNM - Transformaçã,ABER,ZNMA,3823000640,20,,,,1600086550,10/09/2021,11/09/2021,,0,70006573,"RL CC 8210/000 1000X1,8 NE",3500,70003128,CL CC 8210 1000X1100 NE,7.564,CNM-LAMINAGEM MR AUTO,CNMLAMMA,2.682,,0,
CNM - Transformaçã,ABER,ZNMA,3823000640,30,,,,1600086552,10/09/2021,11/09/2021,,0,70007191,"RL CI 5085/000 1000X1,8-10M NE",210,70007163,"RL CI 5085/000 1000X1,8 NE",2121.21,CNM-REBOBINADOR MR AUTO,CNMREBMA,2.197,,0,
CNM - Transformaçã,ABER,ZNMA,3823000640,30,,,,1600086553,10/09/2021,11/09/2021,,0,70007163,"RL CI 5085/000 1000X1,8 NE",2121.21,70023837,CL CI 5085 1067X950 NE,6.155,CNM-LAMINAGEM MR AUTO,CNMLAMMA,2.219,,0,
CRM - Transformaçã,ABER,ZRER,3823000640,10,29/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600086671,17/09/2021,18/09/2021,22/07/2021,202139,70004045,"RL CI 5923/000 1000X1,6-15M 02",160,70006815,"RL CI 5923/000 1000X1,6 NE",2400,CRM-VSM,CRMVSMRL,10.939,PT,0,
CNM - Transformaçã,ABER,ZNER,3823000640,20,29/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600086548,10/09/2021,11/09/2021,22/07/2021,202138,70003143,"RL CC 8210/000 1000X1,8-10M WN",350,70006592,"RL CC 8210/000 1000X1,8-10M NE",350,CNM-EMBALAGEM MR AUTO,CNMEMBMA,2.612,PT,0,
CNM - Transformaçã,ABER,ZNER,3823000640,30,29/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600086551,10/09/2021,11/09/2021,22/07/2021,202138,70002247,"RL CI 5085/000 1000X1,8-10M AR",210,70007191,"RL CI 5085/000 1000X1,8-10M NE",210,CNM-EMBALAGEM MR AUTO,CNMEMBMA,2.197,PT,0,
CNM - Transformaçã,ABER,ZNMA,3823000639,10,,,,1600086541,10/09/2021,11/09/2021,,0,70006592,"RL CC 8210/000 1000X1,8-10M NE",143,70006573,"RL CC 8210/000 1000X1,8 NE",1430,CNM-REBOBINADOR MR AUTO,CNMREBMA,1.067,,0,
CNM - Transformaçã,ABER,ZNMA,3823000639,10,,,,1600086542,10/09/2021,11/09/2021,,0,70006573,"RL CC 8210/000 1000X1,8 NE",1430,70003128,CL CC 8210 1000X1100 NE,3.091,CNM-LAMINAGEM MR AUTO,CNMLAMMA,1.096,,0,
CNM - Transformaçã,ABER,ZNMA,3823000639,20,,,,1600086544,10/09/2021,11/09/2021,,0,70006592,"RL CC 8210/000 1000X1,8-10M NE",650,70006573,"RL CC 8210/000 1000X1,8 NE",6500,CNM-REBOBINADOR MR AUTO,CNMREBMA,4.851,,0,
CNM - Transformaçã,ABER,ZNMA,3823000639,20,,,,1600086545,10/09/2021,11/09/2021,,0,70006573,"RL CC 8210/000 1000X1,8 NE",6500,70003128,CL CC 8210 1000X1100 NE,14.046,CNM-LAMINAGEM MR AUTO,CNMLAMMA,4.981,,0,
CNM - Transformaçã,ABER,ZNVS,3823000639,30,,,,1600086547,10/09/2021,11/09/2021,,0,70000112,"RL CC 8210/000 1000X1,8-30M NE",250,70003128,CL CC 8210 1000X1100 NE,15.435,CNM-LAMINAGEM VSM,CNMVSMRL,6.25,,0,
CNM - Transformaçã,ABER,ZNER,3823000639,10,29/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600086540,10/09/2021,11/09/2021,22/07/2021,202138,70007760,"RL CC 8210/000 1000X1,8-10M 64",143,70006592,"RL CC 8210/000 1000X1,8-10M NE",143,CNM-EMBALAGEM MR AUTO,CNMEMBMA,2.86,PT,0,
CNM - Transformaçã,ABER,ZNER,3823000639,20,29/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600086543,10/09/2021,11/09/2021,29/07/2021,202138,70007760,"RL CC 8210/000 1000X1,8-10M 64",650,70006592,"RL CC 8210/000 1000X1,8-10M NE",650,CNM-EMBALAGEM MR AUTO,CNMEMBMA,13,PT,0,
CNM - Transformaçã,ABER,ZNER,3823000639,30,29/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600086546,10/09/2021,11/09/2021,22/07/2021,202138,70007759,"RL CC 8210/000 1000X1,8-30M 20",250,70000112,"RL CC 8210/000 1000X1,8-30M NE",250,CNM-EMBALAGEM VSM,CNMVSMEB,6.25,PT,0,
CNM - Transformaçã,ABER,ZNMA,3823000638,10,,,,1600086007,03/09/2021,04/09/2021,,0,70006602,"RL CC 8210/000 1000X2,8-10M NE",96,70006599,"RL CC 8210/000 1000X2,8 NE",969.8,CNM-REBOBINADOR MR AUTO,CNMREBMA,1.2,,0,
CNM - Transformaçã,ABER,ZNMA,3823000638,10,,,,1600086008,03/09/2021,04/09/2021,,0,70006599,"RL CC 8210/000 1000X2,8 NE",969.8,70003128,CL CC 8210 1000X1100 NE,3.109,CNM-LAMINAGEM MR AUTO,CNMLAMMA,2.424,,0,
CNM - Transformaçã,ABER,ZNER,3823000638,10,29/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600086006,03/09/2021,04/09/2021,28/07/2021,202137,70003219,"RL CC 8210/000 1000X2,8-10M IB",96,70006602,"RL CC 8210/000 1000X2,8-10M NE",96,CNM-EMBALAGEM MR AUTO,CNMEMBMA,1.2,PT,0,
CRM - Transformaçã,ABER,ZRRL,3823000637,20,,,,1600086110,03/09/2021,04/09/2021,,0,70006426,"RL CR N710/PAL 1027X1,57 NE",229,70000934,CL CR N710 1067X635 NE,1.7,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,1.273,,0,
CRM - Transformaçã,ABER,ZRRL,3823000637,40,,,,1600086112,10/09/2021,11/09/2021,,0,70006423,"RL CR D205/000 1027X1,6 NE",687,70001025,CL CR D205 1067X635 NE,4.993,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,3.819,,0,
CNM - Transformaçã,ABER,ZNVS,3823000637,140,,,,1600086000,23/07/2021,24/07/2021,,0,70008733,"RL CC 8245/000 1250X5,2-27,4M NE",50,70002823,CL CC 8245 1270X1100 NE,8.664,CNM-LAMINAGEM VSM,CNMVSMRL,1.988,,0,
CCS,ABER,ZCJT,3823000637,230,,,,1600086081,08/09/2021,08/09/2021,,0,71001245,"JT CI 5351/000 27-Z 2,4 NE",4000,71000436,"FQ CI 5351/000 27-Z 2,4 NE",2000,CCS-CUNHAGEM JUNTAS,CCSBALJT,2.02,,0,
CRM - Transformaçã,ABER,ZRPL,3823000637,230,,,,1600086082,08/09/2021,09/09/2021,,0,71000436,"FQ CI 5351/000 27-Z 2,4 NE",2000,71000081,QD CI 5351/OCL 27-Z 164 NE,30,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,5.97,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,230,,,,1600086083,08/09/2021,09/09/2021,,0,71000081,QD CI 5351/OCL 27-Z 164 NE,30,71000917,QD CI 5351/000 27-Z 164 NE,30,CRM-COLAR QUADROS,CRMCOLQD,0.938,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,230,,,,1600086084,08/09/2021,08/09/2021,,0,71000917,QD CI 5351/000 27-Z 164 NE,30,70000956,BL CI 5351/000 950X650X200 NE,8.731,CRM-SERRA 05,CRMSER05,2.752,,0,
CCS,ABER,ZCJT,3823000637,240,,,,1600086086,08/09/2021,08/09/2021,,0,71001244,"JT CI 5351/000 21-Z 2,4 NE",2000,71000424,"FQ CI 5351/000 21-Z 2,4 NE",1000,CCS-CUNHAGEM JUNTAS,CCSBALJT,0.966,,0,
CRM - Transformaçã,ABER,ZRPL,3823000637,240,,,,1600086087,08/09/2021,09/09/2021,,0,71000424,"FQ CI 5351/000 21-Z 2,4 NE",1000,71000075,QD CI 5351/OCL 21-Z 164 NE,13,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,2.5,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,240,,,,1600086088,08/09/2021,09/09/2021,,0,71000075,QD CI 5351/OCL 21-Z 164 NE,13,71000916,QD CI 5351/000 21-Z 164 NE,13,CRM-COLAR QUADROS,CRMCOLQD,0.382,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,240,,,,1600086089,08/09/2021,08/09/2021,,0,71000916,QD CI 5351/000 21-Z 164 NE,13,70000956,BL CI 5351/000 950X650X200 NE,3.341,CRM-SERRA 05,CRMSER05,1.135,,0,
CCS,ABER,ZCJT,3823000637,250,,,,1600086091,08/09/2021,08/09/2021,,0,71001266,"JT CR GT46/PUK 89-Z 1,6 NE",2000,71000544,"FQ CR GT46/PUK 89-Z 1,6 NE",1000,CCS-CUNHAGEM JUNTAS,CCSBALJT,1.143,,0,
CRM - Transformaçã,ABER,ZRPL,3823000637,250,,,,1600086092,08/09/2021,09/09/2021,,0,71000544,"FQ CR GT46/PUK 89-Z 1,6 NE",1000,71000098,QD CR GT46/OCL 89-Z 150 NE,12,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,2.632,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,250,,,,1600086093,08/09/2021,09/09/2021,,0,71000098,QD CR GT46/OCL 89-Z 150 NE,12,71000808,QD CR GT46/000 89-Z 150 NE,12,CRM-COLAR QUADROS,CRMCOLQD,0.324,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,250,,,,1600086094,08/09/2021,08/09/2021,,0,71000808,QD CR GT46/000 89-Z 150 NE,12,70000766,BL CR GT46/000 1270X660X152 NE,3.204,CRM-SERRA 05,CRMSER05,1.033,,0,
CCS,ABER,ZCJT,3823000637,260,,,,1600086096,08/09/2021,08/09/2021,,0,71001242,"JT CI 5351/000 18-Z 2,4 NE",2000,71000423,"FQ CI 5351/000 18-Z 2,4 NE",1000,CCS-CUNHAGEM JUNTAS,CCSBALJT,0.94,,0,
CRM - Transformaçã,ABER,ZRPL,3823000637,260,,,,1600086097,08/09/2021,09/09/2021,,0,71000423,"FQ CI 5351/000 18-Z 2,4 NE",1000,71000073,QD CI 5351/OCL 18-Z 164 NE,14,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,2.421,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,260,,,,1600086098,08/09/2021,09/09/2021,,0,71000073,QD CI 5351/OCL 18-Z 164 NE,14,71000914,QD CI 5351/000 18-Z 164 NE,14,CRM-COLAR QUADROS,CRMCOLQD,0.304,,0,
CRM - Transformaçã,ABER,ZRSE,3823000637,260,,,,1600086099,08/09/2021,08/09/2021,,0,71000914,QD CI 5351/000 18-Z 164 NE,14,70000956,BL CI 5351/000 950X650X200 NE,3.165,CRM-SERRA 05,CRMSER05,0.949,,0,
CRM - Transformaçã,ABER,ZREI,3823000637,10,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085875,16/07/2021,17/07/2021,23/07/2021,202129,70001049,BL CR SP74/000 915X915X152 00,12,70000767,BL CR SP74/000 915X915X152 NE,12,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.4,US,0,
CRM - Transformaçã,LIB,ZREI,3823000637,10,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085911,08/07/2021,09/07/2021,23/07/2021,202129,70001049,BL CR SP74/000 915X915X152 00,12,70000767,BL CR SP74/000 915X915X152 NE,12,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.2,US,6,
CRM - Transformaçã,ABER,ZRER,3823000637,20,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086109,03/09/2021,04/09/2021,23/07/2021,202136,70001072,"RL CR N710/PAL 1027X1,57-229M 00",1,70006426,"RL CR N710/PAL 1027X1,57 NE",229,CRM-MEI,CRMRLMEI,1.043,US,0,
CRM - Transformaçã,ABER,ZREI,3823000637,30,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085912,23/07/2021,24/07/2021,23/07/2021,202130,70001124,BL CR HC60/000 915X915X152 00,80,70000769,BL CR HC60/000 915X915X152 NE,80,CRM-EMBALAGEM INTEIROS,CRMEMBIN,1.333,US,0,
CRM - Transformaçã,ABER,ZRER,3823000637,40,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086111,10/09/2021,11/09/2021,23/07/2021,202137,70001136,"RL CR D205/000 1027X1,6-229M 00",3,70006423,"RL CR D205/000 1027X1,6 NE",687,CRM-MEI,CRMRLMEI,3.128,US,0,
CRM - Transformaçã,LIB,ZREI,3823000637,50,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085913,16/07/2021,17/07/2021,23/07/2021,202129,70001168,BL CR H70L/000 915X915X152 00,6,70000761,BL CR H70L/000 915X915X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Aglomeração,ABER,ZREI,3823000637,60,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086113,23/07/2021,24/07/2021,23/07/2021,202130,70001170,BL CR D205/000 915X915X152 00,6,70000790,BL CR D205/000 915X915X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Transformaçã,ABER,ZREI,3823000637,70,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085914,23/07/2021,24/07/2021,23/07/2021,202130,70001224,BL CR 1521/000 1270X660X152 00,36,70000850,BL CR 1521/000 1270X660X152 NE,36,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.6,US,0,
CRM - Transformaçã,LIB,ZREI,3823000637,80,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085915,08/07/2021,09/07/2021,23/07/2021,202129,70001225,BL CR 1521/000 915X915X152 00,6,70000849,BL CR 1521/000 915X915X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Transformaçã,ABER,ZREI,3823000637,80,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085916,15/07/2021,16/07/2021,23/07/2021,202129,70001225,BL CR 1521/000 915X915X152 00,18,70000849,BL CR 1521/000 915X915X152 NE,18,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.3,US,0,
CRM - Transformaçã,ABER,ZREI,3823000637,90,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085917,16/07/2021,17/07/2021,23/07/2021,202129,70001274,"BL CR D113/000 915X915X51,0 00",12,70000797,"BL CR D113/000 915X915X51,0 NE",12,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.06,US,0,
CRM - Aglomeração,LIB,ZREI,3823000637,100,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085918,16/07/2021,17/07/2021,23/07/2021,202129,70001318,BL CI 5351/000 950X650X200 00,6,70000956,BL CI 5351/000 950X650X200 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Transformaçã,ABER,ZREI,3823000637,110,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086114,10/09/2021,11/09/2021,23/07/2021,202137,70001319,CL CR 1521 1092X762 00,1,70000915,CL CR 1521 1092X762 NE,1,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.37,US,0,
CRM - Aglomeração,ABER,ZREI,3823000637,120,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085919,16/07/2021,17/07/2021,23/07/2021,202129,70001475,BL CR H90L/000 1270X760X152 00,6,70000871,BL CR H90L/000 1270X760X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Transformaçã,ABER,ZREI,3823000637,130,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085920,10/09/2021,11/09/2021,23/07/2021,202137,70001476,CL CR NC60 1067X635 00,5,70001013,CL CR NC60 1067X635 NE,5,CRM-EMBALAGEM INTEIROS,CRMEMBIN,1,US,0,
CNM - Transformaçã,ABER,ZNER,3823000637,140,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600085999,23/07/2021,24/07/2021,23/07/2021,202130,70001615,"RL CC 8245/000 1250X5,2-27,4M 01",50,70008733,"RL CC 8245/000 1250X5,2-27,4M NE",50,CNM-EMBALAGEM VSM,CNMVSMEB,1.988,US,0,
CNM - Transformaçã,ABER,ZNEI,3823000637,150,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086001,23/07/2021,24/07/2021,23/07/2021,202130,70001679,BL CC 8827/000 940X640X250 01,6,70001632,BL CC 8827/000 940X640X250 NE,6,CNM-EMBALAGEM INTEIROS,CNMEMBIN,0.12,US,0,
CNM - Transformaçã,ABER,ZNEI,3823000637,160,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086002,23/07/2021,24/07/2021,23/07/2021,202130,70001773,BL CC 8003/000 940X640X250 02,72,70001618,BL CC 8003/000 940X640X250 NE,72,CNM-EMBALAGEM INTEIROS,CNMEMBIN,1.44,US,0,
CNM - Transformaçã,ABER,ZNLE,3823000637,180,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086004,23/07/2021,24/07/2021,23/07/2021,202130,70003190,"RL CC 8245/000 1232X1,6-244M 01",4,70002823,CL CC 8245 1270X1100 NE,1.907,CNM-LAMINADORAS ROLOS,CNMLAMRL,3.478,US,0,
CNM - Transformaçã,ABER,ZNEI,3823000637,200,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086005,24/07/2021,24/07/2021,23/07/2021,202130,70003697,CL CC 8251 1270X1100 01,1,70002892,CL CC 8251 1270X1100 NE,1,CNM-EMBALAGEM INTEIROS,CNMEMBIN,0,US,0,
CCS,ABER,ZCQE,3823000637,220,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086047,16/07/2021,16/07/2021,23/07/2021,202129,72000616,ES CC 8405 BL YOGA 230X120X75 01,28,70004082,"PL CC 8405/S21 950X650X75,0 NE",2,CCS-CNC,CCSCNCMQ,0.418,US,0,
CCS,ABER,ZCEJ,3823000637,230,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086080,08/09/2021,08/09/2021,23/07/2021,202137,71000156,"JT CI 5351/000 27-Z 2,4 00",4000,71001245,"JT CI 5351/000 27-Z 2,4 NE",4000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0,
CCS,ABER,ZCEJ,3823000637,240,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086085,08/09/2021,08/09/2021,23/07/2021,202137,71000158,"JT CI 5351/000 21-Z 2,4 00",2000,71001244,"JT CI 5351/000 21-Z 2,4 NE",2000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0,
CCS,ABER,ZCEJ,3823000637,250,28/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600086090,08/09/2021,08/09/2021,23/07/2021,202137,71000161,"JT CR GT46/PUK 89-Z 1,6 00",2000,71001266,"JT CR GT46/PUK 89-Z 1,6 NE",2000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0,
