Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Data de criação da ov,Sold to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção,Unnamed: 24
CRM - Transformaçã,ABER,ZRPL,3820012900,20,,,,1600087313,30/07/2021,31/07/2021,,0,70024166,"PL CR 1237/000 1000X1000X7,2 NE",16,70000852,BL CR 1237/000 1000X1000X152 NE,0.826,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.111,,0,
CRM - Transformaçã,ABER,ZRPE,3820012900,10,02/07/2021,NOVA ALDCORK,DMEDEIROS,1600087308,30/07/2021,30/07/2021,22/07/2021,202131,70007473,"PL CR 1237/S21 1000X1000X13,0 01",16,70007645,"PL CR 1237/S21 1000X1000X13,0 NE",16,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.097,PT,0,
CRM - Transformaçã,ABER,ZRPE,3820012900,20,02/07/2021,NOVA ALDCORK,DMEDEIROS,1600087311,30/07/2021,30/07/2021,22/07/2021,202131,70024164,"PL CR 1237/S21 1000X1000X6,4 01",16,70024165,"PL CR 1237/S21 1000X1000X6,4 NE",16,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.046,PT,0,
CNM - Transformaçã,ABER,ZNRL,3820012899,10,,,,1600087224,29/07/2021,30/07/2021,,0,70015201,"RL CC 8275/000 1000X2,0-10M NE",48,70015202,"RL CC 8275/000 1000X2,0 NE",484.9,CNM-REBOBINADOR MR AUTO,CNMREBMA,0.457,,0,
CNM - Transformaçã,ABER,ZNRL,3820012899,10,,,,1600087225,29/07/2021,30/07/2021,,0,70015202,"RL CC 8275/000 1000X2,0 NE",484.9,70002872,CL CC 8275 1000X1100 NE,1.114,CNM-LAMINAGEM MR AUTO,CNMLAMMA,0.462,,0,
CNM - Transformaçã,ABER,ZNMA,3820012899,20,,,,1600087227,29/07/2021,30/07/2021,,0,70008610,"RL CC 8285/000 1000X2,0-10M NE",28,70008611,"RL CC 8285/000 1000X2,0 NE",282.83,CNM-REBOBINADOR MR AUTO,CNMREBMA,0.233,,0,
CNM - Transformaçã,ABER,ZNMA,3820012899,20,,,,1600087228,29/07/2021,30/07/2021,,0,70008611,"RL CC 8285/000 1000X2,0 NE",282.83,70002873,CL CC 8285 1000X1100 NE,0.652,CNM-LAMINAGEM MR AUTO,CNMLAMMA,0.413,,0,
CNM - Transformaçã,ABER,ZNMA,3820012899,30,,,,1600087230,29/07/2021,30/07/2021,,0,70021674,"RL CC 8295/000 1000X2,0-10M NE",8,70021675,"RL CC 8295/000 1000X2,0 NE",80.81,CNM-REBOBINADOR MR AUTO,CNMREBMA,0.067,,0,
CNM - Transformaçã,ABER,ZNMA,3820012899,30,,,,1600087231,29/07/2021,30/07/2021,,0,70021675,"RL CC 8295/000 1000X2,0 NE",80.81,70002874,CL CC 8295 1000X1100 NE,0.186,CNM-LAMINAGEM MR AUTO,CNMLAMMA,0.118,,0,
CNM - Transformaçã,ABER,ZNRL,3820012899,40,,,,1600087233,29/07/2021,30/07/2021,,0,70024734,"RL CC 8235/000 1000X2,0-10M NE",8,70024735,"RL CC 8235/000 1000X2,0 NE",80.81,CNM-REBOBINADOR MR AUTO,CNMREBMA,0.067,,0,
CNM - Transformaçã,ABER,ZNRL,3820012899,40,,,,1600087234,29/07/2021,30/07/2021,,0,70024735,"RL CC 8235/000 1000X2,0 NE",80.81,70002811,CL CC 8235 1000X1100 NE,0.183,CNM-LAMINAGEM MR AUTO,CNMLAMMA,0.077,,0,
CNM - Transformaçã,ABER,ZNMA,3820012899,50,,,,1600087236,29/07/2021,30/07/2021,,0,70008631,"RL CC 8265/000 1000X2,0-10M NE",4,70008632,"RL CC 8265/000 1000X2,0 NE",40.41,CNM-REBOBINADOR MR AUTO,CNMREBMA,0.033,,0,
CNM - Transformaçã,ABER,ZNMA,3820012899,50,,,,1600087237,29/07/2021,30/07/2021,,0,70008632,"RL CC 8265/000 1000X2,0 NE",40.41,70002871,CL CC 8265 1000X1100 NE,0.093,CNM-LAMINAGEM MR AUTO,CNMLAMMA,0.059,,0,
CNM - Transformaçã,ABER,ZNER,3820012899,10,02/07/2021,DESIGN4RETAIL LTD,CBORGES,1600087223,29/07/2021,30/07/2021,14/07/2021,202131,70015190,"RL CC 8275/000 1000X2,0-10M ES",48,70015201,"RL CC 8275/000 1000X2,0-10M NE",48,CNM-EMBALAGEM MR AUTO,CNMEMBMA,0.457,GB,0,
CNM - Transformaçã,ABER,ZNER,3820012899,20,02/07/2021,DESIGN4RETAIL LTD,CBORGES,1600087226,29/07/2021,30/07/2021,14/07/2021,202131,70000644,"RL CC 8285/000 1000X2,0-10M 00",28,70008610,"RL CC 8285/000 1000X2,0-10M NE",28,CNM-EMBALAGEM MR AUTO,CNMEMBMA,0.233,GB,0,
CNM - Transformaçã,ABER,ZNER,3820012899,30,02/07/2021,DESIGN4RETAIL LTD,CBORGES,1600087229,29/07/2021,30/07/2021,14/07/2021,202131,70021667,"RL CC 8295/000 1000X2,0-10M ES",8,70021674,"RL CC 8295/000 1000X2,0-10M NE",8,CNM-EMBALAGEM MR AUTO,CNMEMBMA,0.067,GB,0,
CNM - Transformaçã,ABER,ZNER,3820012899,40,02/07/2021,DESIGN4RETAIL LTD,CBORGES,1600087232,29/07/2021,30/07/2021,14/07/2021,202131,70024733,"RL CC 8235/000 1000X2,0-10M 01",8,70024734,"RL CC 8235/000 1000X2,0-10M NE",8,CNM-EMBALAGEM MR AUTO,CNMEMBMA,0.067,GB,0,
CNM - Transformaçã,ABER,ZNER,3820012899,50,02/07/2021,DESIGN4RETAIL LTD,CBORGES,1600087235,29/07/2021,30/07/2021,14/07/2021,202131,70000647,"RL CC 8265/000 1000X2,0-10M 00",4,70008631,"RL CC 8265/000 1000X2,0-10M NE",4,CNM-EMBALAGEM MR AUTO,CNMEMBMA,0.033,GB,0,
CNM - Transformaçã,ABER,ZNRL,3820012898,10,,,,1600087294,24/09/2021,25/09/2021,,0,70009141,"RL CC 8222/PC1 1000X5,2 NE",30.23,70002845,CL CC 8222 1000X1100 NE,0.18,CNM-LAMINADORAS ROLOS,CNMLAMRL,0.101,,0,
CNM - Transformaçã,,KD,3820012898,20,,,,383996530,16/07/2021,16/07/2021,,0,70007177,"RL CC 8222/PC2 1250X2,1-40M NE",2,70002848,CL CC 8222 1270X1100 NE,0.206,CNM-LAMINADORAS ROLOS,CNMLAMRL,0.278,,0,
CNM - Transformaçã,ABER,ZNRL,3820012898,30,,,,1600087296,24/09/2021,25/09/2021,,0,70009073,"RL CC 8235/000 1000X5,2 NE",30.36,70002811,CL CC 8235 1000X1100 NE,0.179,CNM-LAMINADORAS ROLOS,CNMLAMRL,0.101,,0,
CNM - Transformaçã,ABER,ZNSH,3820012898,10,02/07/2021,"RESINAS CASTRO, S.L.",DMEDEIROS,1600087293,24/09/2021,24/09/2021,23/07/2021,202139,70001884,"PL CC 8222/PC1 1000X1000X5,2 00",30,70009141,"RL CC 8222/PC1 1000X5,2 NE",30.23,CNM-SHEETER 2,CNMSHT02,0.139,ES,0,
CNM - Transformaçã,,KD,3820012898,20,02/07/2021,"RESINAS CASTRO, S.L.",DMEDEIROS,383996357,16/07/2021,16/07/2021,23/07/2021,0,70014077,"RL CC 8222/PC2 1250X2,1-40M RS",2,70007177,"RL CC 8222/PC2 1250X2,1-40M NE",2,CNM-EMBALAGEM ROLOS,CNMEMBRL,0.057,ES,0,
CNM - Transformaçã,ABER,ZNSH,3820012898,30,02/07/2021,"RESINAS CASTRO, S.L.",DMEDEIROS,1600087295,24/09/2021,24/09/2021,23/07/2021,202139,70003706,"PL CC 8235/000 1000X1000X5,5 RC",30,70009073,"RL CC 8235/000 1000X5,2 NE",30.36,CNM-SHEETER 2,CNMSHT02,0.139,ES,0,
CNM - Transformaçã,ABER,ZNRL,3820012896,10,,,,1600087290,10/09/2021,11/09/2021,,0,70006800,"RL CC 8245/000 1524X1,3-138M NE",10,70002875,CL CC 8245 1535X1100 NE,2.166,CNM-LAMINADORAS ROLOS,CNMLAMRL,5,,0,
CNM - Transformaçã,ABER,ZNRL,3820012896,20,,,,1600087292,10/09/2021,11/09/2021,,0,70006728,"RL CC 8245/000 1524X2,0-75M NE",5,70002875,CL CC 8245 1535X1100 NE,0.921,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.087,,0,
CNM - Transformaçã,ABER,ZNER,3820012896,10,02/07/2021,"FLEXOSPUMA-COM.IND.ESPUMA P/CALÇADO,LDA.",DMEDEIROS,1600087289,10/09/2021,11/09/2021,14/07/2021,202137,70004494,"RL CC 8245/000 1524X1,3-138M 02",10,70006800,"RL CC 8245/000 1524X1,3-138M NE",10,CNM-EMBALAGEM ROLOS,CNMEMBRL,0.556,PT,0,
CNM - Transformaçã,ABER,ZNER,3820012896,20,02/07/2021,"FLEXOSPUMA-COM.IND.ESPUMA P/CALÇADO,LDA.",DMEDEIROS,1600087291,10/09/2021,11/09/2021,14/07/2021,202137,70004493,"RL CC 8245/000 1524X2,0-75M 01",5,70006728,"RL CC 8245/000 1524X2,0-75M NE",5,CNM-EMBALAGEM ROLOS,CNMEMBRL,0.143,PT,0,
CNM - Transformaçã,ABER,ZNLE,3820012893,10,02/07/2021,PARADOR GMBH,COALMEIDA,1600087127,23/07/2021,24/07/2021,02/08/2021,202131,70025334,"RL CC 8249/000 922X1,0-720M 01",10,70003253,CL CC 8249 965X1100 NE,8.16,CNM-LAMINADORAS ROLOS,CNMLAMRL,14.925,DE,0,
CNM - Transformaçã,ABER,ZNPL,3820012892,10,,,,1600087129,14/10/2021,15/10/2021,,0,70007785,"PL CC 8123/S11 915X610X6,0 NE",416,70005503,BL CC 8123/ORT 915X610X200 NE,13.77,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,0.924,,0,
CNM - Transformaçã,ABER,ZNEP,3820012892,10,02/07/2021,AMORIM (UK) LIMITED,COALMEIDA,1600087128,15/10/2021,16/10/2021,20/10/2021,202143,70002635,"PL CC 8123/S11 915X610X6,0 UK",416,70007785,"PL CC 8123/S11 915X610X6,0 NE",416,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.4,GB,0,
GMT,ABER,ZGEB,3820012888,10,01/07/2021,"AMORIM SPORTS, LDA",COALMEIDA,1600086788,19/07/2021,20/07/2021,26/07/2021,202130,41000956,GRAN ADL 1/2 110-130 SE AS067,8800,41000368,GRAN ADL 1/2 110-130 HU GR,8800,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.867,PT,0,
GMT,ABER,ZGEB,3820012888,20,01/07/2021,"AMORIM SPORTS, LDA",COALMEIDA,1600086789,19/07/2021,20/07/2021,26/07/2021,202130,41000956,GRAN ADL 1/2 110-130 SE AS067,8800,41000368,GRAN ADL 1/2 110-130 HU GR,8800,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.867,PT,0,
GMT,ABER,ZGEB,3820012888,30,01/07/2021,"AMORIM SPORTS, LDA",COALMEIDA,1600086790,19/07/2021,20/07/2021,26/07/2021,202130,41000956,GRAN ADL 1/2 110-130 SE AS067,8800,41000368,GRAN ADL 1/2 110-130 HU GR,8800,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.867,PT,0,
GMT,ABER,ZGEB,3820012888,40,01/07/2021,"AMORIM SPORTS, LDA",COALMEIDA,1600086791,19/07/2021,20/07/2021,26/07/2021,202130,41000956,GRAN ADL 1/2 110-130 SE AS067,8800,41000368,GRAN ADL 1/2 110-130 HU GR,8800,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.867,PT,0,
GMT,ABER,ZGEB,3820012888,50,01/07/2021,"AMORIM SPORTS, LDA",COALMEIDA,1600086792,19/07/2021,20/07/2021,26/07/2021,202130,41000956,GRAN ADL 1/2 110-130 SE AS067,8800,41000368,GRAN ADL 1/2 110-130 HU GR,8800,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.867,PT,0,
GMT,ABER,ZGEB,3820012888,60,01/07/2021,"AMORIM SPORTS, LDA",COALMEIDA,1600086793,19/07/2021,20/07/2021,26/07/2021,202130,41000956,GRAN ADL 1/2 110-130 SE AS067,8800,41000368,GRAN ADL 1/2 110-130 HU GR,8800,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.867,PT,0,
CRM - Transformaçã,ABER,ZRSE,3820012887,10,,,,1600087206,17/09/2021,18/09/2021,,0,70008202,"RL CR 1049/T02 40X6,0-11M NE",378,70000880,"RL CR 1049/T02 1092X6,0-11M NE",17,CRM - SERRA 19,CRMSER19,12.6,,0,
CRM - Transformaçã,ABER,ZRRL,3820012887,10,,,,1600087207,17/09/2021,18/09/2021,,0,70000880,"RL CR 1049/T02 1092X6,0-11M NE",17,70008125,"RL CR 1049/T02 1092X6,0 NE",201.96,CRM-MEI,CRMRLMEI,2.411,,0,
CRM - Transformaçã,ABER,ZRRL,3820012887,10,,,,1600087208,17/09/2021,18/09/2021,,0,70008125,"RL CR 1049/T02 1092X6,0 NE",201.96,70000924,CL CR 1049 1092X762 NE,3.41,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,2.789,,0,
CRM - Transformaçã,ABER,ZRSE,3820012887,20,,,,1600087209,16/09/2021,18/09/2021,,0,70008200,"RL CR 1049/T02 50X6,0-11M NE",756,70000880,"RL CR 1049/T02 1092X6,0-11M NE",42,CRM - SERRA 19,CRMSER19,25.2,,0,
CRM - Transformaçã,ABER,ZRRL,3820012887,20,,,,1600087210,17/09/2021,18/09/2021,,0,70000880,"RL CR 1049/T02 1092X6,0-11M NE",42,70008125,"RL CR 1049/T02 1092X6,0 NE",498.96,CRM-MEI,CRMRLMEI,5.957,,0,
CRM - Transformaçã,ABER,ZRRL,3820012887,20,,,,1600087211,17/09/2021,18/09/2021,,0,70008125,"RL CR 1049/T02 1092X6,0 NE",498.96,70000924,CL CR 1049 1092X762 NE,8.423,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,6.892,,0,
CRM - Transformaçã,ABER,ZRPE,3820012887,10,01/07/2021,"ACME INSULATION CO., LTD.",DMEDEIROS,1600087205,17/09/2021,17/09/2021,14/07/2021,202138,70003796,"RL CR 1049/T02 40X6,0-11M AC",378,70008202,"RL CR 1049/T02 40X6,0-11M NE",378,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.548,TH,0,
CRM - Transformaçã,ABER,ZRPE,3820012887,20,01/07/2021,"ACME INSULATION CO., LTD.",DMEDEIROS,1600087212,17/09/2021,17/09/2021,14/07/2021,202138,70003797,"RL CR 1049/T02 50X6,0-11M AC",756,70008200,"RL CR 1049/T02 50X6,0-11M NE",756,CRM-EMBALAGEM BORRACHA,CRMEMBPL,1.4,TH,0,
CCS,,KD,3820012886,10,,,,383996712,17/09/2021,17/09/2021,,0,72001624,"TV CC 8702 106RT 6,0 000 NE",1000,70000699,"PL CC 8702/S21 950X650X6,0 NE",167,CCS-LINHA MANUAL TRIVETS,CCSTRIVM,2.222,,0,
CNM - Transformaçã,,KD,3820012886,10,,,,383996732,17/09/2021,17/09/2021,,0,70000699,"PL CC 8702/S21 950X650X6,0 NE",167,70005998,BL CC 8702/ORT 950X650X200 NE,5.729,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,0.371,,0,
CCS,,KD,3820012886,10,01/07/2021,I FOR DESIGN LTD,CBORGES,383996413,17/09/2021,17/09/2021,24/09/2021,0,72001623,"TV CC 8702 106RT 6,0 000 01",1000,72001624,"TV CC 8702 106RT 6,0 000 NE",1000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,2.222,GB,0,
CNM - Transformaçã,ABER,ZNPL,3820012883,10,,,,1600087259,01/10/2021,02/10/2021,,0,70005757,"PL CC 8303/PTH 915X610X5,0 NE",60,70005504,BL CC 8303/ORT 915X610X250 NE,1.19,CNM-LAMINADORAS PLACAS,CNMLAMPL,0.115,,0,
CNM - Transformaçã,ABER,ZNPL,3820012883,20,,,,1600087261,01/10/2021,02/10/2021,,0,70006072,"PL CC 8303/PTH 915X610X4,0 NE",76,70005504,BL CC 8303/ORT 915X610X250 NE,1.22,CNM-LAMINADORAS PLACAS,CNMLAMPL,0.134,,0,
CRM - Transformaçã,ABER,ZRPL,3820012883,30,,,,1600087177,22/09/2021,23/09/2021,,0,70006576,"PL CR N650/PTH 1270X1040X3,0 NE",25,70001194,BL CR N650/000 1270X1040X152 NE,0.509,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.155,,0,
CRM - Transformaçã,ABER,ZRPL,3820012883,30,,,,1600087200,24/09/2021,25/09/2021,,0,70006577,"PL CR N650/PTH 1040X632X3,0 NE",50,70006576,"PL CR N650/PTH 1270X1040X3,0 NE",25,CRM-GUILHOTINA BORRACHA,CRMGUILH,0.125,,0,
CRM - Transformaçã,ABER,ZRPL,3820012883,40,,,,1600087202,24/09/2021,25/09/2021,,0,70006456,"PL CR N650/000 1040X632X8,0 NE",20,70006454,"PL CR N650/000 1270X1040X8,0 NE",10,CRM-GUILHOTINA BORRACHA,CRMGUILH,0.05,,0,
CRM - Transformaçã,ABER,ZRPL,3820012883,40,,,,1600087203,24/09/2021,25/09/2021,,0,70006454,"PL CR N650/000 1270X1040X8,0 NE",10,70001194,BL CR N650/000 1270X1040X152 NE,0.566,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.047,,0,
CNM - Transformaçã,ABER,ZNEP,3820012883,10,01/07/2021,OTTOBOCK SE & CO KGAA,LRIBEIRO,1600087258,30/09/2021,01/10/2021,08/10/2021,202141,70001459,"PL CC 8303/PTH 915X610X5,0 01",60,70005757,"PL CC 8303/PTH 915X610X5,0 NE",60,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.05,DE,0,
CNM - Transformaçã,ABER,ZNEP,3820012883,20,01/07/2021,OTTOBOCK SE & CO KGAA,LRIBEIRO,1600087260,30/09/2021,01/10/2021,08/10/2021,202141,70001457,"PL CC 8303/PTH 915X610X4,0 01",76,70006072,"PL CC 8303/PTH 915X610X4,0 NE",76,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.05,DE,0,
CRM - Transformaçã,ABER,ZRPE,3820012883,30,01/07/2021,OTTOBOCK SE & CO KGAA,LRIBEIRO,1600087178,24/09/2021,24/09/2021,11/10/2021,202141,70003479,"PL CR N650/PTH 1040X632X3,0 TT",50,70006577,"PL CR N650/PTH 1040X632X3,0 NE",50,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.033,DE,0,
CRM - Transformaçã,ABER,ZRPE,3820012883,40,01/07/2021,OTTOBOCK SE & CO KGAA,LRIBEIRO,1600087201,24/09/2021,24/09/2021,11/10/2021,202141,70003538,"PL CR N650/PTH 1040X632X8,0 TT",20,70006456,"PL CR N650/000 1040X632X8,0 NE",20,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.036,DE,0,
CRM - Transformaçã,ABER,ZRRL,3820012882,10,,,,1600087175,16/07/2021,17/07/2021,,0,70000975,"RL CI 5015/000 1000X3,0 NE",60,70025191,CL CI 5015 1016X950 NE,0.288,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,0.274,,0,
CRM - Transformaçã,ABER,ZRER,3820012882,10,01/07/2021,DOM KORKOWY SP  Z O O,CBORGES,1600087174,16/07/2021,17/07/2021,14/07/2021,202130,70004446,"RL CI 5015/000 1000X3,0-15M 13",4,70000975,"RL CI 5015/000 1000X3,0 NE",60,CRM-VSM,CRMVSMRL,0.214,PL,0,
CCS,,KD,3820012881,10,,,,383996684,16/07/2021,16/07/2021,,0,72000332,"TV CC M 8405 22RR 6,0 000 NR",6048,72000014,"TV CC M 8405 22RR 6,0 000 NE",6048,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,9.164,,0,
CCS,,KD,3820012881,10,,,,383997050,16/07/2021,16/07/2021,,0,72000014,"TV CC M 8405 22RR 6,0 000 NE",6048,70001892,"PL CC M 8405/S21 940X640X6,0 NE",756,CCS-LINHA MANUAL TRIVETS,CCSTRIVM,9.164,,0,
CNM - Transformaçã,,KD,3820012881,10,,,,383997148,16/07/2021,16/07/2021,,0,70001892,"PL CC M 8405/S21 940X640X6,0 NE",756,70011962,BL CC M 8405/ORT 940X640X250 NE,20.678,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,1.68,,0,
CCS,,KD,3820012881,20,,,,383996695,16/07/2021,16/07/2021,,0,72001135,"TV CC M 8405 20RR 9,7 000 NR",8064,70001610,"PL CC M 8405/S21 940X640X9,7 NE",672,CCS-LINHA AUTO TRIVETS,CCSTRIVA,12.218,,0,
CNM - Transformaçã,,KD,3820012881,20,,,,383997121,16/07/2021,16/07/2021,,0,70001610,"PL CC M 8405/S21 940X640X9,7 NE",672,70011962,BL CC M 8405/ORT 940X640X250 NE,28.635,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,1.344,,0,
CCS,,KD,3820012881,30,,,,383996685,16/07/2021,16/07/2021,,0,72000340,"TV CC M 8405 20KK 9,7 000 NR",6144,72000183,"TV CC M 8405 20KK 9,7 000 NE",6144,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,12.288,,0,
CCS,,KD,3820012881,30,,,,383997052,16/07/2021,16/07/2021,,0,72000183,"TV CC M 8405 20KK 9,7 000 NE",6144,70001610,"PL CC M 8405/S21 940X640X9,7 NE",512,CCS-LINHA MANUAL TRIVETS,CCSTRIVM,12.288,,0,
CNM - Transformaçã,,KD,3820012881,30,,,,383997122,16/07/2021,16/07/2021,,0,70001610,"PL CC M 8405/S21 940X640X9,7 NE",512,70011962,BL CC M 8405/ORT 940X640X250 NE,21.817,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,1.024,,0,
CCS,,KD,3820012881,40,,,,383996686,16/07/2021,16/07/2021,,0,72000341,"TV CC M 8405 66RT 9,7 000 NR",4020,72000184,"TV CC M 8405/S21 66RT 9,7 000 NE",4020,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,8.04,,0,
CCS,,KD,3820012881,40,,,,383997053,13/07/2021,16/07/2021,,0,72000184,"TV CC M 8405/S21 66RT 9,7 000 NE",4020,70001610,"PL CC M 8405/S21 940X640X9,7 NE",670,CCS-CNC,CCSCNCMQ,50.25,,0,
CNM - Transformaçã,,KD,3820012881,40,,,,383997123,13/07/2021,13/07/2021,,0,70001610,"PL CC M 8405/S21 940X640X9,7 NE",670,70011962,BL CC M 8405/ORT 940X640X250 NE,28.549,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,1.34,,0,
CCS,,KD,3820012881,10,01/07/2021,T & G WOODWARE. LTD.,CBORGES,383996389,16/07/2021,16/07/2021,23/07/2021,0,72000708,"TV CC M 8405 22RR 6,0 000 01",6048,72000332,"TV CC M 8405 22RR 6,0 000 NR",6048,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,3.024,GB,0,
CCS,,KD,3820012881,20,01/07/2021,T & G WOODWARE. LTD.,CBORGES,383996395,16/07/2021,16/07/2021,23/07/2021,0,72001134,"TV CC M 8405 20RR 9,7 000 00",8064,72001135,"TV CC M 8405 20RR 9,7 000 NR",8064,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.716,GB,0,
CCS,,KD,3820012881,30,01/07/2021,T & G WOODWARE. LTD.,CBORGES,383996390,16/07/2021,16/07/2021,23/07/2021,0,72000745,"TV CC M 8405 20KK 9,7 000 01",6144,72000340,"TV CC M 8405 20KK 9,7 000 NR",6144,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,3.511,GB,0,
CCS,,KD,3820012881,40,01/07/2021,T & G WOODWARE. LTD.,CBORGES,383996391,16/07/2021,16/07/2021,23/07/2021,0,72000746,"TV CC M 8405 66RT 9,7 000 01",4020,72000341,"TV CC M 8405 66RT 9,7 000 NR",4020,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.005,GB,0,
CRM - Transformaçã,ABER,ZRPL,3820012880,10,,,,1600087172,30/07/2021,31/07/2021,,0,70025237,"PL CR 6400/S21 1270X500X40,0 NE",3,70025238,"PL CR 6400/000 1270X500X42,0 NE",3,CRM-LIXADORA BORRACHA,CRMLIXPL,0.06,,0,
CRM - Transformaçã,ABER,ZRSE,3820012880,10,,,,1600087173,30/07/2021,31/07/2021,,0,70025238,"PL CR 6400/000 1270X500X42,0 NE",3,70000875,BL CR 6400/000 1270X1040X152 NE,0.5,CRM - SERRA 19,CRMSER19,0.088,,0,
CRM - Transformaçã,ABER,ZRPE,3820012880,10,01/07/2021,"PROLEC GE INTERNACIONAL, S DE RL DE CV",DMEDEIROS,1600087171,30/07/2021,30/07/2021,06/08/2021,202131,70002136,"PL CR 6400/S21 1270X500X40,0 02",3,70025237,"PL CR 6400/S21 1270X500X40,0 NE",3,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.03,MX,0,
CNM - Transformaçã,ABER,ZNMA,3820012879,10,,,,1600087112,10/09/2021,11/09/2021,,0,70006545,"RL CI 5166/000 1000X1,8-10M NE",490,70006514,"RL CI 5166/000 1000X1,8 NE",4949.49,CNM-REBOBINADOR MR AUTO,CNMREBMA,5.158,,0,
CNM - Transformaçã,ABER,ZNMA,3820012879,10,,,,1600087113,10/09/2021,11/09/2021,,0,70006514,"RL CI 5166/000 1000X1,8 NE",4949.49,70004732,CL CI 5166 1016X950 NE,14.565,CNM-LAMINAGEM MR AUTO,CNMLAMMA,3.694,,0,
CNM - Transformaçã,ABER,ZNVS,3820012879,20,,,,1600087116,10/09/2021,11/09/2021,,0,70008971,"RL CC 8244/000 1000X4,8-10M NE",350,70002812,CL CC 8244 1000X1100 NE,17.675,CNM-LAMINAGEM VSM,CNMVSMRL,6.201,,0,
CNM - Transformaçã,ABER,ZNMA,3820012879,30,,,,1600087118,10/09/2021,11/09/2021,,0,70008427,"RL CI 5166/000 1000X2,8-10M NE",144,70008428,"RL CI 5166/000 1000X2,8 NE",1454.55,CNM-REBOBINADOR MR AUTO,CNMREBMA,1.8,,0,
CNM - Transformaçã,ABER,ZNMA,3820012879,30,,,,1600087119,10/09/2021,11/09/2021,,0,70008428,"RL CI 5166/000 1000X2,8 NE",1454.55,70004732,CL CI 5166 1016X950 NE,6.658,CNM-LAMINAGEM MR AUTO,CNMLAMMA,3.636,,0,
CNM - Transformaçã,ABER,ZNMA,3820012879,40,,,,1600087121,10/09/2021,11/09/2021,,0,70006602,"RL CC 8210/000 1000X2,8-10M NE",144,70006599,"RL CC 8210/000 1000X2,8 NE",1454.69,CNM-REBOBINADOR MR AUTO,CNMREBMA,1.8,,0,
CNM - Transformaçã,ABER,ZNMA,3820012879,40,,,,1600087123,10/09/2021,11/09/2021,,0,70006599,"RL CC 8210/000 1000X2,8 NE",1454.69,70003128,CL CC 8210 1000X1100 NE,4.663,CNM-LAMINAGEM MR AUTO,CNMLAMMA,3.637,,0,
CNM - Transformaçã,ABER,ZNPL,3820012879,50,,,,1600087125,10/09/2021,11/09/2021,,0,70005930,"PL CC 8405/S11 915X610X10,0 NE",64,70005512,BL CC 8405/ORT 915X610X250 NE,2.728,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,0.183,,0,
CNM - Transformaçã,ABER,ZNER,3820012879,10,01/07/2021,A/S KORKA STILS,CBORGES,1600087111,10/09/2021,11/09/2021,14/07/2021,202138,70022961,"RL CI 5166/000 1000X1,8-10M 03",490,70006545,"RL CI 5166/000 1000X1,8-10M NE",490,CNM-EMBALAGEM MR AUTO,CNMEMBMA,5.158,LV,0,
