,of,item,id ov,ov,semana,data desejada,centro de trabalho,acabamento,blocos,ccs,virados,referência,semana minima,duração,semana precedencia,número de semanas
495,1600076701,560.0,106,3820011571.0,42,42,CNMSERPL,Qualquer,309.0,-1,0.0,PL CC 8872/000 950X650X105 01,42,327.24,28,1
496,1600076700,550.0,107,3820011571.0,38,38,CNMSERPL,Qualquer,309.0,-1,0.0,PL CC 8872/000 950X650X105 01,38,327.24,28,1
497,1600076699,540.0,111,3820011571.0,34,34,CNMSERPL,Qualquer,309.0,-1,0.0,PL CC 8872/000 950X650X105 01,34,327.24,28,1
498,1600076698,530.0,112,3820011571.0,28,28,CNMSERPL,Qualquer,309.0,-1,0.0,PL CC 8872/000 950X650X105 01,28,327.24,28,1
499,1600076697,520.0,112,3820011571.0,28,28,CNMSERPL,Qualquer,309.0,-1,0.0,PL CC 8872/000 950X650X105 01,28,327.24,28,1
500,1600076696,510.0,113,3820011571.0,48,48,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",48,163.62,28,1
501,1600076681,510.0,113,3820011571.0,48,48,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",48,150.0,48,1
502,1600076695,500.0,110,3820011571.0,47,47,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",47,163.62,28,1
503,1600076680,500.0,110,3820011571.0,47,47,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",47,150.0,47,1
504,1600076694,490.0,105,3820011571.0,46,46,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",46,163.62,28,1
505,1600076679,490.0,105,3820011571.0,46,46,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",46,150.0,46,1
506,1600076693,480.0,114,3820011571.0,45,45,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",45,163.62,28,1
507,1600076678,480.0,114,3820011571.0,45,45,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",45,150.0,45,1
508,1600076692,470.0,115,3820011571.0,44,44,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",44,163.62,28,1
509,1600076677,470.0,115,3820011571.0,44,44,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",44,150.0,44,1
510,1600076691,460.0,116,3820011571.0,43,43,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",43,163.62,28,1
511,1600076676,460.0,116,3820011571.0,43,43,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",43,150.0,43,1
512,1600076690,450.0,106,3820011571.0,42,42,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",42,163.62,28,1
513,1600076675,450.0,106,3820011571.0,42,42,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",42,150.0,42,1
514,1600076689,440.0,117,3820011571.0,41,41,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",41,163.62,28,1
515,1600076674,440.0,117,3820011571.0,41,41,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",41,150.0,41,1
516,1600076688,430.0,118,3820011571.0,41,40,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",41,163.62,28,1
517,1600076673,430.0,118,3820011571.0,41,40,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",41,150.0,41,1
518,1600076687,420.0,119,3820011571.0,39,39,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",39,163.62,28,1
519,1600076672,420.0,119,3820011571.0,39,39,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",39,150.0,39,1
520,1600076686,410.0,107,3820011571.0,38,38,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",38,163.62,28,1
521,1600076671,410.0,107,3820011571.0,38,38,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",38,150.0,38,1
522,1600076685,400.0,120,3820011571.0,37,37,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",37,163.62,28,1
523,1600076670,400.0,120,3820011571.0,37,37,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",37,150.0,37,1
524,1600076684,390.0,121,3820011571.0,36,36,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",36,163.62,28,1
525,1600076669,390.0,121,3820011571.0,36,36,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",36,150.0,36,1
526,1600076683,380.0,122,3820011571.0,35,35,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",35,163.62,28,1
527,1600076668,380.0,122,3820011571.0,35,35,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",35,150.0,35,1
528,1600076682,370.0,111,3820011571.0,34,34,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",34,163.62,28,1
529,1600076667,370.0,111,3820011571.0,34,34,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",34,150.0,34,1
530,1600076666,360.0,108,3820011571.0,31,30,CNMSERPL,Qualquer,77.475,-1,0.0,"PL CC 8003/000 940X640X91,0 NE",30,163.62,28,1
531,1600076665,360.0,108,3820011571.0,31,30,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X89,0 CV",31,150.0,31,1
532,1600076649,310.0,113,3820011571.0,48,48,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",48,163.62,28,1
533,1600076634,310.0,113,3820011571.0,48,48,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",48,112.5,48,1
534,1600076648,300.0,110,3820011571.0,47,47,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",47,163.62,28,1
535,1600076633,300.0,110,3820011571.0,47,47,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",47,112.5,47,1
536,1600076647,290.0,105,3820011571.0,46,46,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",46,163.62,28,1
537,1600076632,290.0,105,3820011571.0,46,46,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",46,112.5,46,1
538,1600076646,280.0,114,3820011571.0,45,45,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",45,163.62,28,1
539,1600076631,280.0,114,3820011571.0,45,45,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",45,112.5,45,1
540,1600076645,270.0,115,3820011571.0,44,44,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",44,163.62,28,1
541,1600076630,270.0,115,3820011571.0,44,44,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",44,112.5,44,1
542,1600076644,260.0,116,3820011571.0,43,43,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",43,163.62,28,1
543,1600076629,260.0,116,3820011571.0,43,43,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",43,112.5,43,1
544,1600076643,250.0,106,3820011571.0,42,42,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",42,163.62,28,1
545,1600076628,250.0,106,3820011571.0,42,42,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",42,112.5,42,1
546,1600076642,240.0,117,3820011571.0,41,41,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",41,163.62,28,1
547,1600076627,240.0,117,3820011571.0,41,41,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",41,112.5,41,1
548,1600076641,230.0,118,3820011571.0,41,40,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",41,163.62,28,1
549,1600076626,230.0,118,3820011571.0,41,40,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",41,112.5,41,1
550,1600076640,220.0,119,3820011571.0,39,39,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",39,163.62,28,1
551,1600076625,220.0,119,3820011571.0,39,39,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",39,112.5,39,1
552,1600076639,210.0,107,3820011571.0,38,38,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",38,163.62,28,1
553,1600076624,210.0,107,3820011571.0,38,38,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",38,112.5,38,1
554,1600076638,200.0,120,3820011571.0,37,37,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",37,163.62,28,1
555,1600076623,200.0,120,3820011571.0,37,37,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",37,112.5,37,1
556,1600076637,190.0,121,3820011571.0,36,36,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",36,163.62,28,1
557,1600076622,190.0,121,3820011571.0,36,36,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",36,112.5,36,1
558,1600076636,180.0,122,3820011571.0,35,35,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",35,163.62,28,1
559,1600076621,180.0,122,3820011571.0,35,35,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",35,112.5,35,1
560,1600076635,170.0,111,3820011571.0,35,34,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",35,163.62,28,1
561,1600076620,170.0,111,3820011571.0,35,34,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",35,112.5,35,1
562,1600076619,160.0,108,3820011571.0,34,30,CNMSERPL,Qualquer,51.65,-1,0.0,"PL CC 8003/000 940X640X77,0 NE",30,163.62,28,1
563,1600076618,160.0,108,3820011571.0,34,30,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8003/S21 940X640X75,0 01",31,112.5,34,1
564,1600076615,110.0,113,3820011571.0,48,48,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",48,327.24,28,1
565,1600076604,110.0,113,3820011571.0,48,48,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",48,225.0,48,1
566,1600076614,100.0,110,3820011571.0,47,47,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",47,327.24,28,1
567,1600076603,100.0,110,3820011571.0,47,47,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",47,225.0,47,1
568,1600076613,90.0,105,3820011571.0,46,46,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",46,327.24,28,1
569,1600076602,90.0,105,3820011571.0,46,46,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",46,225.0,46,1
570,1600076612,80.0,114,3820011571.0,45,45,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",45,327.24,28,1
571,1600076601,80.0,114,3820011571.0,45,45,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",45,225.0,45,1
572,1600076611,70.0,115,3820011571.0,44,44,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",44,327.24,28,1
573,1600076600,70.0,115,3820011571.0,44,44,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",44,225.0,44,1
574,1600076610,60.0,116,3820011571.0,43,43,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",43,327.24,28,1
575,1600076599,60.0,116,3820011571.0,43,43,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",43,225.0,43,1
576,1600076609,50.0,106,3820011571.0,42,42,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",42,327.24,28,1
577,1600076598,50.0,106,3820011571.0,42,42,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",42,225.0,42,1
578,1600076608,40.0,117,3820011571.0,41,41,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",41,327.24,28,1
579,1600076597,40.0,117,3820011571.0,41,41,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",41,225.0,41,1
580,1600076607,30.0,118,3820011571.0,41,40,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",41,327.24,28,1
581,1600076596,30.0,118,3820011571.0,41,40,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",41,225.0,41,1
582,1600076606,20.0,119,3820011571.0,39,39,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",39,327.24,28,1
583,1600076595,20.0,119,3820011571.0,39,39,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",39,225.0,39,1
584,1600076605,10.0,107,3820011571.0,38,38,CNMSERPL,Qualquer,103.001,-1,0.0,"PL CC 8872/000 940X640X77,0 NE",38,327.24,28,1
585,1600076594,10.0,107,3820011571.0,38,38,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8872/S21 940X640X75,0 CV",38,225.0,38,1
586,1600075902,10.0,123,3820011568.0,39,35,CCSEMBJT,Qualquer,0.0,2304,0.0,"JT CR 1521/2C2 101-VX 2,5 00",35,0.06,28,1
587,1600075904,10.0,123,3820011568.0,39,35,CCSPINAC,Qualquer,0.0,2304,0.0,"FQ CR 1521/CBK 101-VX 2,5 NE",39,145.8,39,1
588,1600075903,10.0,123,3820011568.0,39,35,CCSBALJT,Qualquer,0.0,2304,0.0,"JT CR 1521/CBK 101-VX 2,5 NE",39,81.12,39,1
589,1600075907,10.0,123,3820011568.0,39,35,CRMSERRA,Qualquer,2.124,2304,0.0,QD CR 1521/000 101-VX 150 NE,35,82.14,28,1
590,1600075905,10.0,123,3820011568.0,39,35,CRMLAMPL,Qualquer,0.0,2304,0.0,"FQ CR 1521/000 101-VX 2,5 NE",36,184.62,39,1
591,1600075906,10.0,123,3820011568.0,39,35,CRMCOLQD,Qualquer,0.0,2304,0.0,QD CR 1521/OCL 101-VX 150 NE,35,30.84,39,1
592,1600076422,30.0,124,3820011545.0,43,35,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0-15M SD",40,1556.6399999999999,35,2
593,1600076423,30.0,124,3820011545.0,35,35,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0 NE",35,1997.2799999999997,28,1
594,1600075889,20.0,125,3820011545.0,34,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5923/000 1000X1,6 NE",30,514.26,28,1
595,1600075888,20.0,125,3820011545.0,34,30,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5923/000 1000X1,6-15M SD",34,574.26,34,1
596,1600075652,70.0,127,3820011506.0,29,28,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 12W NT 000 00,28,3.0,28,1
597,1600075651,60.0,127,3820011506.0,29,28,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 00,28,3.66,28,1
598,1600075589,50.0,127,3820011506.0,29,28,CNMEMBPL,Qualquer,0.0,2304,0.0,"PL CC 8405/S11 915X610X10,0 MA",28,5.04,29,1
599,1600075590,50.0,127,3820011506.0,29,28,CNMLAMLX,Qualquer,2.302,2304,0.0,"PL CC 8405/S11 915X610X10,0 NE",28,9.24,28,1
600,1600075585,40.0,127,3820011506.0,29,28,CNMEMBPL,Qualquer,0.0,2304,0.0,"PL CC 8405/S11 915X610X5,0 MA",29,2.6999999999999997,29,1
601,1600075587,40.0,127,3820011506.0,29,28,CNMLAMLX,Qualquer,1.151,2304,0.0,"PL CC 8405/S11 915X610X5,0 NE",29,7.199999999999999,28,1
602,1600075583,30.0,127,3820011506.0,29,28,CNMVSMRL,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X4,8- 30M NE",28,12.06,28,1
603,1600075582,30.0,127,3820011506.0,29,28,CNMVSMEB,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X4,8-30M MA",28,12.06,29,1
604,1600075581,20.0,127,3820011506.0,29,28,CNMVSMRL,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X3,8- 30M NE",28,12.719999999999999,28,1
605,1600075580,20.0,127,3820011506.0,29,28,CNMVSMEB,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X3,8-30M MA",28,12.719999999999999,29,1
606,1600075579,10.0,127,3820011506.0,29,28,CNMVSMRL,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X2,8- 30M NE",28,9.36,28,1
607,1600075578,10.0,127,3820011506.0,29,28,CNMVSMEB,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X2,8-30M MA",28,9.36,29,1
608,1600075083,30.0,128,3820011492.0,35,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8003/000 940X640X20,0 03",35,39.36,35,1
609,1600075084,30.0,128,3820011492.0,35,34,CNMLAMPL,Qualquer,18.079,-1,0.0,"PL CC 8003/000  940X640X20,0 NE",35,95.34,28,1
610,1600075081,20.0,128,3820011492.0,35,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8003/000 940X640X2,0 13",35,85.14,35,1
611,1600075082,20.0,128,3820011492.0,35,34,CNMLAMPL,Qualquer,34.709,-1,0.0,"PL CC 8003/000 940X640X2,0 NE",35,363.65999999999997,28,1
612,1600075636,20.0,130,3820011476.0,28,29,CCSEMBJT,Qualquer,0.0,2304,0.0,"JT CR 1521/2C2 101-VX 2,5 00",28,0.0,28,1
613,1600075638,20.0,130,3820011476.0,35,29,CCSPINAC,Qualquer,0.0,2304,0.0,"FQ CR 1521/CBK 101-VX 2,5 NE",30,72.9,30,1
614,1600075637,20.0,130,3820011476.0,36,29,CCSBALJT,Qualquer,0.0,2304,0.0,"JT CR 1521/CBK 101-VX 2,5 NE",36,40.56,35,1
615,1600075641,20.0,130,3820011476.0,29,29,CRMSERRA,Qualquer,1.062,2304,0.0,QD CR 1521/000 101-VX 150 NE,29,41.040000000000006,28,1
616,1600075639,20.0,130,3820011476.0,30,29,CRMLAMPL,Qualquer,0.0,2304,0.0,"FQ CR 1521/000 101-VX 2,5 NE",30,92.28,29,1
617,1600075640,20.0,130,3820011476.0,29,29,CRMCOLQD,Qualquer,0.0,2304,0.0,QD CR 1521/OCL 101-VX 150 NE,29,15.42,29,1
618,1600075916,100.0,131,3820011455.0,33,30,CCSEMBME,Qualquer,0.0,2304,0.0,MB OT MDF 11W NT 199 02,30,210.0,28,1
619,1600075913,90.0,131,3820011455.0,33,30,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C304 12W NT 7 200 39,30,100.02,31,1
620,1600075914,90.0,131,3820011455.0,31,30,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C304 12W NT 7 200 NE,30,100.02,30,1
621,1600075915,90.0,131,3820011455.0,30,30,CCSSECME,Qualquer,0.0,2304,0.0,"PL ML C221/000 375X275X7,0 NE",30,43.199999999999996,28,1
622,1600077515,80.0,131,3820011455.0,30,30,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C210 21W NT 000 00,30,150.0,30,1
623,1600077516,80.0,131,3820011455.0,30,30,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C210 21W NT 000 NE,30,150.0,30,1
624,1600077518,80.0,131,3820011455.0,30,30,CCSPRESG,Qualquer,0.0,2304,0.0,"PL ML C210/000 1200X900X7,0 NE",30,72.0,30,1
625,1600077520,80.0,131,3820011455.0,30,30,CNMLAMRL,Qualquer,0.0,2304,0.0,"RL CC 8235/000  900X0,8 NE",30,45.42,28,1
626,1600077517,80.0,131,3820011455.0,30,30,CCSSECME,Qualquer,0.0,2304,0.0,"PL ML C210/000 1180X880X7,0 NE",30,93.78,30,1
627,1600077519,80.0,131,3820011455.0,30,30,CNMSHT02,Qualquer,0.0,2304,0.0,"PL CC 8235/000 1200X900X0,8 NE",30,72.0,30,1
628,1600076519,70.0,131,3820011455.0,30,30,CNMSHT02,Qualquer,0.0,2304,0.0,"PL CC 8246/E01 915X610X0,8 01",30,187.5,30,1
629,1600076520,70.0,131,3820011455.0,30,30,CNMLAMRL,Qualquer,0.0,2304,0.0,"RL CC 8246/000  610X0,8 NE",30,34.98,28,1
630,1600074827,60.0,131,3820011455.0,30,30,CNMLAMPL,E01,5.071,2304,0.0,"PL CC 8004/E01  915X610X4,8  NE",30,28.139999999999997,28,1
631,1600074825,50.0,131,3820011455.0,30,30,CNMLAMPL,E01,10.15,2304,0.0,"PL CC 8004/E01  915X610X3,2  NE",30,103.32,28,1
632,1600074823,40.0,131,3820011455.0,30,30,CNMLAMPL,E01,2.48,2304,0.0,"PL CC 8004/E01  915X610X0,8  NE",30,44.94,28,1
633,1600075610,30.0,131,3820011455.0,30,30,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C304 15W NT 7 200 NE,30,18.18,30,1
634,1600075611,30.0,131,3820011455.0,30,30,CCSSECME,Qualquer,0.0,2304,0.0,"PL ML C221/000 578X439X7,0 NE",30,4.26,28,1
635,1600075613,20.0,131,3820011455.0,30,30,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 NE,30,129.06,28,1
636,1600075612,20.0,131,3820011455.0,30,30,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 00,30,129.06,30,1
637,1600075615,10.0,131,3820011455.0,31,30,CCSMTAME,Qualquer,0.0,2304,0.0,MB ML C221 12W NT 000 NE,31,240.0,31,1
638,1600075614,10.0,131,3820011455.0,33,30,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 12W NT 000 00,33,240.0,31,1
639,1600075616,10.0,131,3820011455.0,31,30,CCSSECME,Qualquer,0.0,2304,0.0,"PL ML C221/000 570X375X7,0 NE",31,115.8,28,1
640,1600075562,100.0,132,3820011452.0,35,34,CNMLAMPL,Qualquer,6.072,-1,0.0,"PL CC 8405/000 950X650X4,0 NE",34,42.599999999999994,28,1
641,1600075561,100.0,132,3820011452.0,35,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 950X650X4,0 01",34,11.88,35,1
642,1600074821,90.0,132,3820011452.0,35,34,CNMSERPL,Qualquer,38.454,-1,0.0,"PL CC 8004/000 940X640X77,0 NE",34,122.16,28,1
643,1600074820,90.0,132,3820011452.0,35,34,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8004/S21  940X640X75,0 NE",34,67.2,35,1
644,1600074819,90.0,132,3820011452.0,35,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/S21 940X640X75,0 01",34,84.0,35,1
645,1600074818,80.0,132,3820011452.0,34,34,CNMSERPL,Qualquer,244.904,-1,0.0,"PL CC 8405/000 950X650X92,0 NE",34,580.8,28,1
646,1600074817,80.0,132,3820011452.0,35,34,CNMLAMLX,Qualquer,0.0,-1,0.0,PL CC 8405/S21 950X650X90 02,34,363.0,34,1
647,1600074816,70.0,132,3820011452.0,34,34,CNMSERPL,Qualquer,17.71,-1,0.0,"PL CC 8405/000 940X640X62,0 NE",34,70.02,28,1
648,1600074814,70.0,132,3820011452.0,34,34,CNMEMBPL,Qualquer,0.0,-1,0.0,PL CC 8405/S21 950X650X60 02,34,52.5,34,1
649,1600074815,70.0,132,3820011452.0,34,34,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8405/S21 940X640X60,0 NE",34,42.0,34,1
650,1600074811,60.0,132,3820011452.0,34,34,CNMEMBPL,Qualquer,0.0,-1,0.0,PL CC 8405/S21 950X650X50 02,34,100.8,34,1
651,1600074813,60.0,132,3820011452.0,34,34,CNMSERPL,Qualquer,42.504,-1,0.0,"PL CC 8405/000 940X640X52,0 NE",34,168.0,28,1
652,1600074812,60.0,132,3820011452.0,34,34,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8405/S21 940X640X50,0 NE",34,100.8,34,1
653,1600074810,50.0,132,3820011452.0,34,34,CNMSERPL,Qualquer,20.24,-1,0.0,"PL CC 8405/000 940X640X32,0 NE",34,129.24,28,1
654,1600074808,50.0,132,3820011452.0,34,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/S21 940X640X30,0 02",34,42.0,34,1
655,1600074809,50.0,132,3820011452.0,34,34,CNMLAMLX,Qualquer,0.0,-1,0.0,"PL CC 8405/S21 940X640X30,0 NE",34,26.28,34,1
656,1600074806,40.0,132,3820011452.0,34,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/S21 950X650X20,0 02",34,39.36,34,1
657,1600074807,40.0,132,3820011452.0,34,34,CNMLAMLX,Qualquer,23.616,-1,0.0,"PL CC 8405/S21 950X650X20,0 NE",34,66.3,28,1
658,1600074804,30.0,132,3820011452.0,34,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/S21 940X640X15,0 01",34,42.0,34,1
659,1600074805,30.0,132,3820011452.0,34,34,CNMLAMLX,Qualquer,18.891,-1,0.0,"PL CC 8405/S21 940X640X15,0 NE",34,48.0,28,1
660,1600074803,20.0,132,3820011452.0,35,34,CNMLAMPL,Qualquer,12.913,-1,0.0,"PL CC 8003/000 940X640X7,8 NE",35,80.76,28,1
661,1600074802,20.0,132,3820011452.0,35,34,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8003/000 940X640X7,8 AS",35,30.0,35,1
662,1600074760,10.0,133,3820011435.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR S700/000 915X915X5,0 UK",28,1.3199999999999998,28,1
663,1600074761,10.0,133,3820011435.0,28,28,CRMLAMPL,Qualquer,0.334,-1,0.0,"PL CR S700/000 915X915X5,0 NE",28,5.64,28,1
664,1600074935,40.0,143,3820011402.0,28,28,CRMLAMPL,Qualquer,1.376,-1,0.0,"PL CR 1237/000 915X915X8,0 NE",28,10.020000000000001,28,1
