,of,ct,duracao,semana,ov
0,383387125,52,31,-1,3820011016
1,383387125,52,31,-1,3820011016
2,383387129,52,750,-1,3820011202
3,383387129,52,750,-1,3820011202
4,383387130,52,83,-1,3820011202
5,383387130,52,83,-1,3820011202
6,383387155,52,222,-1,3820011118
7,383387156,52,250,-1,3820011202
8,383387156,52,250,-1,3820011202
9,383387165,52,130,-1,3820011118
10,383387176,52,204,-1,3826000006
11,383387177,52,182,-1,3826000006
12,383387199,52,202,-1,3820007537
13,383387250,52,800,7,3820003933
14,383387253,52,1560,7,3820011193
15,383387254,52,67,7,3820011188
16,383388180,52,8,7,3820010237
17,383388181,52,99,7,3820010525
18,383388250,52,1638,3,3820000476
19,383389026,52,15,7,3823000504
20,383389026,52,15,3,3823000504
21,383389026,52,15,3,3823000504
22,383389026,52,15,3,3823000504
23,383389026,52,15,3,3823000504
24,383389026,52,15,3,3823000504
25,383389026,52,15,3,3823000504
26,383389026,52,15,3,3823000504
27,383389058,52,8,3,3820001587
28,1600005217,52,204,7,3820000685
29,1600005218,52,204,7,3820000686
30,1600016798,52,2773,-1,3820003933
31,1600016799,52,2773,-1,3820003933
32,1600016800,52,2773,-1,3820003933
33,1600016801,52,2773,-1,3820003933
34,1600016802,52,2773,-1,3820003933
35,1600016803,52,2773,0,3820003933
36,1600016804,52,2773,0,3820003933
37,1600016805,52,2773,0,3820003933
38,1600016806,52,2773,0,3820003933
39,1600016807,52,2773,0,3820003933
40,1600016808,52,2773,0,3820003933
41,1600016809,52,2773,0,3820003933
42,1600016810,52,2773,0,3820003933
43,1600016811,52,2773,0,3820003933
44,1600016812,52,2773,0,3820003933
45,1600016813,52,2773,1,3820003933
46,1600016814,52,2773,1,3820003933
47,1600016815,52,2773,1,3820003933
48,1600016816,52,2773,1,3820003933
49,1600016817,52,2773,1,3820003933
50,1600016818,52,2773,1,3820003933
51,1600016819,52,2773,1,3820003933
52,1600016820,52,2773,1,3820003933
53,1600016821,52,2773,1,3820003933
54,1600016822,52,2773,1,3820003933
55,1600016823,52,2773,2,3820003933
56,1600016824,52,2773,2,3820003933
57,1600016825,52,2773,2,3820003933
58,1600016826,52,2773,2,3820003933
59,1600016827,52,2773,2,3820003933
60,1600016828,52,2773,2,3820003933
61,1600016829,52,2773,2,3820003933
62,1600016830,52,2773,2,3820003933
63,1600016831,52,2773,2,3820003933
64,1600016832,52,2773,2,3820003933
65,1600016833,52,2773,3,3820003933
66,1600016834,52,2773,3,3820003933
67,1600016835,52,2773,3,3820003933
68,1600016836,52,2773,3,3820003933
69,1600016837,52,2773,3,3820003933
70,1600017600,52,3782,7,3820003985
71,1600017601,52,3782,3,3820003985
72,1600017602,52,3782,4,3820003985
73,1600020702,52,2327,7,3820004731
74,1600022938,52,701,7,3820005150
75,1600022939,52,178,3,3820005150
76,1600022940,52,112,3,3820005150
77,1600022946,52,117,3,3820005150
78,1600022947,52,701,7,3820005152
79,1600022948,52,178,3,3820005152
80,1600022955,52,112,3,3820005152
81,1600022958,52,64,3,3820005152
82,1600022965,52,117,3,3820005152
83,1600022966,52,117,3,3820005152
84,1600023027,52,112,3,3820005152
85,1600023028,52,64,3,3820005152
86,1600023067,52,64,3,3820005150
87,1600023079,52,701,8,3820005154
88,1600023083,52,178,3,3820005154
89,1600023243,52,112,3,3820005154
90,1600023245,52,64,3,3820005154
91,1600023247,52,117,3,3820005154
92,1600023249,52,701,8,3820005155
93,1600023250,52,178,3,3820005155
94,1600023251,52,112,4,3820005155
95,1600023252,52,64,4,3820005155
96,1600031366,52,177,8,3820006830
97,1600031367,52,177,3,3820006830
98,1600031368,52,177,3,3820006830
99,1600031373,52,183,8,3820006831
100,1600031374,52,183,4,3820006831
101,1600031375,52,183,4,3820006831
102,1600031376,52,183,4,3820006831
103,1600031377,52,183,4,3820006831
104,1600031378,52,183,4,3820006831
105,1600031584,52,3086,8,3826000005
106,1600031585,52,3086,4,3826000005
107,1600031586,52,3086,4,3826000005
108,1600031587,52,3086,4,3826000005
109,1600031588,52,3086,4,3826000005
110,1600031589,52,1714,4,3826000005
111,1600034432,52,76,8,3820007110
112,1600034434,52,76,3,3820007110
113,1600034451,52,76,4,3820007110
114,1600034454,52,89,4,3820007110
115,1600034459,52,89,4,3820007110
116,1600034462,52,101,4,3820007110
117,1600034487,52,89,4,3820007110
118,1600035265,52,177,3,3820006830
119,1600035268,52,183,4,3820006831
120,1600035271,52,183,4,3820006831
121,1600036974,52,3617,8,3820005211
122,1600036974,52,3617,4,3820005211
123,1600037151,52,3782,4,3820003985
124,1600037152,52,291,8,3820002904
125,1600037646,52,67,8,3820007366
126,1600039845,52,52,8,3820007708
127,1600039887,52,2498,-1,3820007537
128,1600040341,52,60,8,3820007838
129,1600040344,52,171,5,3820007838
130,1600040981,52,1330,-1,3820007537
131,1600041977,52,661,8,3823000254
132,1600041977,52,661,5,3823000254
133,1600041977,52,661,5,3823000254
134,1600041977,52,661,5,3823000254
135,1600042471,52,67,8,3820008071
136,1600043824,52,51,8,3820008129
137,1600043955,52,178,9,3820008213
138,1600043956,52,24,5,3820008213
139,1600043957,52,204,5,3820008213
140,1600043964,52,53,5,3820008213
141,1600045367,52,3665,9,3820008264
142,1600045813,52,55,9,3820008073
143,1600045819,52,55,5,3820008073
144,1600045824,52,55,5,3820008073
145,1600045828,52,65,5,3820008073
146,1600046921,52,204,9,3820008463
147,1600046922,52,121,5,3820008463
148,1600046923,52,114,5,3820008463
149,1600046924,52,157,5,3820008463
150,1600046980,52,67,9,3820008458
151,1600047176,52,4457,9,3820007163
152,1600047872,52,67,9,3820008499
153,1600047877,52,60,5,3820008499
154,1600048272,52,114,9,3820008549
155,1600048274,52,257,5,3820008549
156,1600049871,52,655,9,3820008701
157,1600050719,52,171,9,3820008762
158,1600050892,52,2100,9,3820008784
159,1600050892,52,2100,5,3820008784
160,1600050943,52,39,9,3820008792
161,1600050958,52,39,5,3820008792
162,1600050984,52,125,5,3820008792
163,1600051007,52,39,9,3820008794
164,1600051012,52,39,5,3820008794
165,1600051046,52,125,5,3820008794
166,1600051486,52,510,9,3820008875
167,1600051598,52,364,9,3820008885
168,1600051598,52,364,5,3820008885
169,1600051602,52,393,5,3820008885
170,1600051602,52,393,5,3820008885
171,1600051903,52,187,9,3820008899
172,1600051907,52,238,5,3820008899
173,1600051911,52,34,5,3820008899
174,1600051913,52,87,5,3820008899
175,1600051915,52,170,5,3820008899
176,1600052317,52,59,9,3820008907
177,1600052359,52,57,9,3820008940
178,1600053431,52,1898,-1,3820007537
179,1600053714,52,297,9,3820009011
180,1600053714,52,297,5,3820009011
181,1600053717,52,56,9,3820009015
182,1600053775,52,339,9,3820009031
183,1600053835,52,1800,3,3820009032
184,1600054025,52,114,9,3820009073
185,1600054027,52,126,5,3820009073
186,1600054054,52,130,9,3820009111
187,1600054273,52,52,9,3820009160
188,1600054325,52,57,9,3820009152
189,1600054327,52,126,5,3820009152
190,1600054574,52,1755,9,3820009188
191,1600054600,52,121,9,3820009156
192,1600054602,52,53,5,3820009156
193,1600054604,52,105,5,3820009156
194,1600054618,52,20,9,3820009171
195,1600054618,52,20,5,3820009171
196,1600054618,52,20,5,3820009171
197,1600054620,52,293,9,3820009173
198,1600054622,52,98,9,3820009175
199,1600054624,52,260,9,3820009178
200,1600054626,52,126,5,3820009179
201,1600054635,52,1755,5,3820009188
202,1600054669,52,1755,5,3820009188
203,1600054672,52,1755,5,3820009188
204,1600054675,52,1125,5,3820009188
205,1600054678,52,162,9,3820009218
206,1600054714,52,443,9,3820009180
207,1600054714,52,443,5,3820009180
208,1600054716,52,1329,5,3820009180
209,1600054716,52,1329,5,3820009180
210,1600054776,52,342,10,3820009250
211,1600055019,52,52,5,3820009250
212,1600055161,52,57,5,3820009250
213,1600055163,52,51,5,3820009250
214,1600055180,52,63,10,3820009257
215,1600055182,52,19,10,3820009258
216,1600055184,52,10,5,3820009258
217,1600055195,52,51,10,3820009289
218,1600055583,52,589,5,3820008264
219,1600055819,52,1440,-1,3820007537
220,1600055882,52,536,10,3820009262
221,1600056063,52,154,10,3820009310
222,1600056065,52,206,5,3820009310
223,1600056067,52,540,5,3820009310
224,1600056069,52,760,5,3820009310
225,1600056237,52,328,10,3820009345
226,1600056272,52,480,10,3820009401
227,1600056272,52,480,5,3820009401
228,1600056329,52,151,10,3820009408
229,1600056349,52,1469,10,3820009429
230,1600056538,52,250,10,3823000363
231,1600056538,52,250,5,3823000363
232,1600056538,52,250,5,3823000363
233,1600056538,52,250,5,3823000363
234,1600056560,52,201,5,3823000363
235,1600056560,52,201,5,3823000363
236,1600056560,52,201,5,3823000363
237,1600056560,52,201,5,3823000363
238,1600056562,52,751,5,3823000363
239,1600056562,52,751,5,3823000363
240,1600056562,52,751,5,3823000363
241,1600056562,52,751,5,3823000363
242,1600056564,52,125,6,3823000363
243,1600056564,52,125,6,3823000363
244,1600056564,52,125,6,3823000363
245,1600056564,52,125,6,3823000363
246,1600056566,52,125,6,3823000363
247,1600056566,52,125,6,3823000363
248,1600056566,52,125,6,3823000363
249,1600056566,52,125,6,3823000363
250,1600056568,52,120,6,3823000363
251,1600056568,52,120,6,3823000363
252,1600056568,52,120,6,3823000363
253,1600056568,52,120,6,3823000363
254,1600056570,52,232,6,3823000363
255,1600056570,52,232,6,3823000363
256,1600056570,52,232,6,3823000363
257,1600056570,52,232,6,3823000363
258,1600056704,52,64,10,3823000369
259,1600056704,52,64,5,3823000369
260,1600056704,52,64,6,3823000369
261,1600056704,52,64,6,3823000369
262,1600056706,52,58,6,3823000369
263,1600056706,52,58,6,3823000369
264,1600056706,52,58,6,3823000369
265,1600056706,52,58,6,3823000369
266,1600057302,52,1739,11,3823000326
267,1600057302,52,1739,6,3823000326
268,1600057302,52,1739,6,3823000326
269,1600057302,52,1739,6,3823000326
270,1600057302,52,1739,6,3823000326
271,1600057302,52,1739,6,3823000326
272,1600057302,52,1739,6,3823000326
273,1600057302,52,1739,6,3823000326
274,1600057592,52,59,11,3820009440
275,1600057597,52,91,11,3820009446
276,1600057597,52,91,6,3820009446
277,1600057624,52,867,11,3823000383
278,1600057624,52,867,6,3823000383
279,1600057624,52,867,6,3823000383
280,1600057624,52,867,6,3823000383
281,1600057777,52,520,11,3823000384
282,1600057777,52,520,6,3823000384
283,1600057777,52,520,6,3823000384
284,1600057777,52,520,6,3823000384
285,1600058155,52,43,11,3820009477
286,1600058157,52,10,11,3820009479
287,1600058163,52,783,11,3820009489
288,1600058169,52,655,11,3820009490
289,1600058173,52,114,11,3820009492
290,1600058188,52,25,11,3820009517
291,1600058193,52,636,11,3820009520
292,1600058200,52,11,11,3820009526
293,1600058202,52,20,5,3820009526
294,1600058210,52,98,11,3820009559
295,1600058219,52,58,6,3820009526
296,1600058224,52,106,11,3820009558
297,1600058226,52,103,6,3820009558
298,1600058230,52,50,11,3820009560
299,1600058241,52,57,11,3820009566
300,1600058241,52,57,6,3820009566
301,1600058256,52,63,11,3820009581
302,1600058258,52,117,6,3820009581
303,1600058260,52,57,6,3820009581
304,1600058805,52,916,11,3820006993
305,1600058897,52,63,11,3820009588
306,1600058940,52,571,11,3820009605
307,1600058946,52,88,11,3820009608
308,1600058950,52,88,11,3820009609
309,1600058954,52,3617,11,3820009622
310,1600058954,52,3617,6,3820009622
311,1600058958,52,1281,12,3820009623
312,1600058992,52,10,12,3820009629
313,1600058992,52,10,6,3820009629
314,1600059026,52,45,12,3820009648
315,1600059028,52,40,6,3820009648
316,1600059030,52,37,6,3820009648
317,1600059050,52,117,12,3820009656
318,1600059055,52,10,12,3820009661
319,1600059062,52,54,6,3820009661
320,1600059064,52,37,6,3820009661
321,1600059066,52,23,6,3820009661
322,1600059068,52,45,6,3820009661
323,1600059070,52,41,7,3820009661
324,1600059072,52,39,7,3820009661
325,1600059074,52,66,7,3820009661
326,1600059213,52,56,12,3820009664
327,1600059341,52,59,12,3820009668
328,1600059343,52,3436,12,3820009675
329,1600059343,52,3436,7,3820009675
330,1600059378,52,40,12,3820009710
331,1600059380,52,17,7,3820009710
332,1600059394,52,116,12,3823000391
333,1600059394,52,116,7,3823000391
334,1600059394,52,116,7,3823000391
335,1600059394,52,116,7,3823000391
336,1600059396,52,116,7,3823000391
337,1600059396,52,116,7,3823000391
338,1600059396,52,116,7,3823000391
339,1600059396,52,116,7,3823000391
340,1600059411,52,123,12,3820008906
341,1600059517,52,157,12,3820009747
342,1600059517,52,157,7,3820009747
343,1600059951,52,394,6,3820009623
344,1600059953,52,906,6,3820009623
345,1600059955,52,188,6,3820009623
346,1600059957,52,188,6,3820009623
347,1600060081,52,136,7,3820009747
348,1600060081,52,136,7,3820009747
349,1600060083,52,132,7,3820009747
350,1600060083,52,132,7,3820009747
351,1600060085,52,64,7,3820009747
352,1600060085,52,64,7,3820009747
353,1600060087,52,60,7,3820009747
354,1600060087,52,60,7,3820009747
355,1600060103,52,45,7,3820009747
356,1600060103,52,45,7,3820009747
357,1600060107,52,234,12,3820009750
358,1600060109,52,1,12,3820009751
359,1600060109,52,1,5,3820009751
360,1600060111,52,417,12,3820009754
361,1600060111,52,417,7,3820009754
362,1600060118,52,250,12,3820009756
363,1600060118,52,250,7,3820009756
364,1600060120,52,417,7,3820009756
365,1600060120,52,417,7,3820009756
366,1600060125,52,81,12,3820009767
367,1600060700,52,60,12,3820009799
368,1600060740,52,159,12,3820009808
369,1600060777,52,63,12,3820009832
370,1600060797,52,59,12,3820009847
371,1600060818,52,50,12,3820009864
372,1600060822,52,10,7,3820009864
373,1600060836,52,1228,12,3820009904
374,1600060836,52,1228,7,3820009904
375,1600060869,52,12,12,3820009914
376,1600060984,52,8,7,3820009747
377,1600060984,52,8,7,3820009747
378,1600060987,52,1397,12,3820009905
379,1600060994,52,71,12,3820009947
380,1600060998,52,126,13,3820009963
381,1600061032,52,125,13,3823000406
382,1600061032,52,125,7,3823000406
383,1600061032,52,125,7,3823000406
384,1600061032,52,125,7,3823000406
385,1600061040,52,20,7,3823000406
386,1600061040,52,20,7,3823000406
387,1600061040,52,20,7,3823000406
388,1600061040,52,20,7,3823000406
389,1600061325,52,48,13,3820009991
390,1600061970,52,20,13,3820010053
391,1600062007,52,46,13,3820010055
392,1600062009,52,24,7,3820010055
393,1600063286,52,837,13,3820009797
394,1600063572,52,821,13,3823000420
395,1600063572,52,821,7,3823000420
396,1600063572,52,821,7,3823000420
397,1600063572,52,821,7,3823000420
398,1600063842,52,129,13,3820010081
399,1600063846,52,355,13,3820010090
400,1600063848,52,337,7,3820010090
401,1600063855,52,51,13,3820010101
402,1600063883,52,885,13,3820010139
403,1600063883,52,885,7,3820010139
404,1600063890,52,391,7,3820010139
405,1600063890,52,391,7,3820010139
406,1600063894,52,174,7,3820010139
407,1600063894,52,174,7,3820010139
408,1600064082,52,49,7,3820009808
409,1600064095,52,1228,13,3820010140
410,1600064097,52,59,13,3820010141
411,1600064109,52,242,13,3820010161
412,1600064120,52,52,13,3820010168
413,1600064122,52,57,8,3820010168
414,1600064124,52,63,8,3820010168
415,1600064126,52,171,13,3820010169
416,1600064130,52,560,13,3820010182
417,1600064130,52,560,8,3820010182
418,1600064146,52,21,13,3820010185
419,1600064164,52,53,13,3820010193
420,1600064166,52,204,8,3820010193
421,1600064176,52,127,13,3820010211
422,1600064178,52,22,13,3820010218
423,1600064185,52,50,13,3820010220
424,1600064189,52,30,8,3820010220
425,1600064243,52,300,13,3823000422
426,1600064243,52,300,8,3823000422
427,1600064243,52,300,8,3823000422
428,1600064243,52,300,8,3823000422
429,1600064247,52,68,13,3820002852
430,1600064323,52,54,13,3820008612
431,1600064563,52,45,8,3820010193
432,1600064566,52,4320,14,3820010234
433,1600064567,52,2987,8,3820010234
434,1600064568,52,4373,8,3820010234
435,1600064756,52,150,14,3823000419
436,1600064756,52,150,10,3823000419
437,1600064756,52,150,10,3823000419
438,1600064756,52,150,10,3823000419
439,1600064763,52,120,14,3823000424
440,1600064763,52,120,10,3823000424
441,1600064763,52,120,10,3823000424
442,1600064763,52,120,10,3823000424
443,1600064763,52,120,10,3823000424
444,1600064763,52,120,10,3823000424
445,1600064763,52,120,10,3823000424
446,1600064763,52,120,10,3823000424
447,1600064769,52,5236,8,3820010234
448,1600064770,52,1818,9,3820010234
449,1600064775,52,3360,9,3820010234
450,1600064777,52,2691,10,3820010234
451,1600064819,52,200,14,3820010239
452,1600064866,52,8,14,3820010243
453,1600064879,52,502,15,3820010256
454,1600064888,52,10,15,3820010260
455,1600064890,52,549,15,3820010263
456,1600064892,52,367,10,3820010263
457,1600064899,52,28,15,3820010285
458,1600064930,52,196,10,3823000424
459,1600064930,52,196,10,3823000424
460,1600064930,52,196,10,3823000424
461,1600064930,52,196,10,3823000424
462,1600064930,52,196,10,3823000424
463,1600064930,52,196,10,3823000424
464,1600064930,52,196,10,3823000424
465,1600064930,52,196,10,3823000424
466,1600064984,52,781,15,3823000438
467,1600064984,52,781,10,3823000438
468,1600064984,52,781,10,3823000438
469,1600064984,52,781,10,3823000438
470,1600064986,52,176,15,3820010310
471,1600064988,52,126,15,3820010311
472,1600064993,52,133,15,3820010318
473,1600064997,52,471,15,3820010320
474,1600064999,52,117,10,3820010320
475,1600065101,52,471,10,3820010320
476,1600065103,52,33,15,3820010321
477,1600065103,52,33,10,3820010321
478,1600065165,52,81,15,3820010345
479,1600065167,52,139,15,3820010346
480,1600065248,52,86,15,3820010324
481,1600065248,52,86,10,3820010324
482,1600065250,52,143,10,3820010324
483,1600065250,52,143,10,3820010324
484,1600065252,52,27,10,3820010324
485,1600065252,52,27,10,3820010324
486,1600065254,52,183,10,3820010324
487,1600065254,52,183,10,3820010324
488,1600065256,52,51,10,3820010324
489,1600065256,52,51,10,3820010324
490,1600065258,52,81,15,3820010353
491,1600065280,52,337,15,3820010354
492,1600065293,52,7,15,3820009906
493,1600065321,52,720,15,3820010357
494,1600065324,52,589,10,3820010357
495,1600065333,52,38,15,3820010359
496,1600065335,52,48,10,3820010359
497,1600065337,52,26,10,3820010359
498,1600065339,52,9,15,3820010360
499,1600065341,52,10,10,3820010360
500,1600065354,52,250,15,3823000440
501,1600065354,52,250,10,3823000440
502,1600065354,52,250,10,3823000440
503,1600065354,52,250,10,3823000440
504,1600065354,52,250,10,3823000440
505,1600065354,52,250,10,3823000440
506,1600065354,52,250,10,3823000440
507,1600065354,52,250,10,3823000440
508,1600065358,52,63,10,3823000440
509,1600065358,52,63,10,3823000440
510,1600065358,52,63,10,3823000440
511,1600065358,52,63,10,3823000440
512,1600065358,52,63,10,3823000440
513,1600065358,52,63,10,3823000440
514,1600065358,52,63,10,3823000440
515,1600065358,52,63,10,3823000440
516,1600065360,52,250,10,3823000440
517,1600065360,52,250,10,3823000440
518,1600065360,52,250,10,3823000440
519,1600065360,52,250,10,3823000440
520,1600065360,52,250,10,3823000440
521,1600065360,52,250,10,3823000440
522,1600065360,52,250,10,3823000440
523,1600065360,52,250,10,3823000440
524,1600065362,52,20,10,3823000440
525,1600065362,52,20,10,3823000440
526,1600065362,52,20,10,3823000440
527,1600065362,52,20,10,3823000440
528,1600065362,52,20,10,3823000440
529,1600065362,52,20,10,3823000440
530,1600065362,52,20,10,3823000440
531,1600065362,52,20,10,3823000440
532,1600065367,52,311,15,3823000441
533,1600065367,52,311,10,3823000441
534,1600065367,52,311,10,3823000441
535,1600065367,52,311,10,3823000441
536,1600065367,52,311,10,3823000441
537,1600065367,52,311,10,3823000441
538,1600065367,52,311,10,3823000441
539,1600065367,52,311,10,3823000441
540,1600065396,52,550,15,3820010402
541,1600065398,52,405,10,3820010402
542,1600065408,52,87,15,3820010406
543,1600065414,52,19,15,3820010408
544,1600065416,52,17,10,3820010408
545,1600065630,52,2268,15,3820006532
546,1600065797,52,114,15,3820010414
547,1600065799,52,63,10,3820010414
548,1600065801,52,342,10,3820010414
549,1600065803,52,105,15,3820010415
550,1600065807,52,240,15,3820010424
551,1600065807,52,240,10,3820010424
552,1600065809,52,70,15,3820010427
553,1600065809,52,70,10,3820010427
554,1600065932,52,446,15,3820010460
555,1600065934,52,95,16,3820010461
556,1600066275,52,1600,16,3820008354
557,1600066275,52,1600,10,3820008354
558,1600066335,52,500,7,3820009904
559,1600066335,52,500,7,3820009904
560,1600066340,52,247,16,3820010474
561,1600066344,52,247,10,3820010474
562,1600066348,52,247,10,3820010474
563,1600066549,52,39,10,3820010256
564,1600066613,52,837,16,3820010510
565,1600066692,52,885,-1,3820010525
566,1600066696,52,786,3,3820010525
567,1600066702,52,124,16,3820010517
568,1600066704,52,126,11,3820010517
569,1600066706,52,63,11,3820010517
570,1600066708,52,102,16,3820010520
571,1600066710,52,35,16,3820010524
572,1600066710,52,35,11,3820010524
573,1600066718,52,51,16,3820010556
574,1600066720,52,24,16,3820010551
575,1600066724,52,251,16,3820010549
576,1600066745,52,114,6,3820009605
577,1600066803,52,35,-1,3820010237
578,1600066813,52,17,-1,3820010237
579,1600066915,52,117,16,3820010540
580,1600066920,52,105,11,3820010540
581,1600066967,52,144,16,3820010544
582,1600066994,52,67,16,3820010546
583,1600066999,52,83,16,3820010547
584,1600067013,52,818,16,3820010558
585,1600067028,52,134,11,3820010558
586,1600067128,52,818,16,3820010559
587,1600067132,52,90,16,3820010565
588,1600067237,52,120,16,3820008203
589,1600067238,52,120,11,3820008203
590,1600067239,52,100,11,3820008203
591,1600067240,52,40,11,3820008203
592,1600067241,52,70,11,3820008203
593,1600067242,52,80,11,3820008203
594,1600067244,52,20,11,3820008203
595,1600067245,52,30,11,3820008203
596,1600067246,52,70,11,3820008203
597,1600067247,52,37,11,3820008203
598,1600067248,52,46,11,3820008203
599,1600067543,52,64,16,3820010606
600,1600067545,52,178,11,3820010606
601,1600067547,52,58,11,3820010606
602,1600067558,52,60,16,3820010624
603,1600067562,52,15,11,3820010624
604,1600067564,52,73,16,3820010625
605,1600067572,52,366,16,3820010629
606,1600067574,52,110,16,3820010630
607,1600067576,52,36,16,3820010655
608,1600067611,52,487,17,3820010669
609,1600067613,52,437,11,3820010669
610,1600067783,52,33,17,3820010680
611,1600067788,52,242,17,3820010684
612,1600067790,52,162,11,3820010684
613,1600068034,52,600,7,3820010139
614,1600068034,52,600,8,3820010139
615,1600068074,52,24,17,3820010713
616,1600068162,52,6,10,3820010360
617,1600068178,52,319,17,3820010707
618,1600068180,52,561,11,3820010707
619,1600068245,52,1333,8,3820010234
620,1600068305,52,99,3,3820010525
621,1600068309,52,3418,9,3820010234
622,1600068693,52,30,10,3823000424
623,1600068693,52,30,10,3823000424
624,1600068693,52,30,10,3823000424
625,1600068693,52,30,10,3823000424
626,1600068693,52,30,10,3823000424
627,1600068693,52,30,10,3823000424
628,1600068693,52,30,10,3823000424
629,1600068693,52,30,10,3823000424
630,1600069059,52,8,5,3820003698
631,1600069172,52,256,11,3820003728
632,1600069192,52,250,17,3820010596
633,1600069192,52,250,11,3820010596
634,1600069194,52,83,11,3820010596
635,1600069194,52,83,11,3820010596
636,1600069196,52,250,11,3820010596
637,1600069196,52,250,11,3820010596
638,1600069198,52,57,17,3820010721
639,1600069199,52,276,11,3820010721
640,1600069204,52,26,17,3820010724
641,1600069208,52,3528,17,3820010761
642,1600069211,52,248,17,3820010763
643,1600069255,52,78,17,3820010497
644,1600069266,52,114,11,3820010721
645,1600069268,52,55,11,3820010721
646,1600069269,52,17,17,3820010765
647,1600069278,52,20,17,3820010770
648,1600069280,52,124,11,3820010770
649,1600069282,52,106,11,3820010770
650,1600069284,52,69,11,3820010770
651,1600069291,52,103,17,3820010790
652,1600069293,52,52,11,3820010790
653,1600069295,52,60,17,3820010793
654,1600069297,52,57,11,3820010793
655,1600069299,52,105,11,3820010793
656,1600069301,52,102,11,3820010793
657,1600069340,52,43,11,3820010721
658,1600069342,52,136,11,3820010793
659,1600069344,52,66,11,3820010793
660,1600069348,52,27,17,3820010798
661,1600069348,52,27,11,3820010798
662,1600069355,52,44,17,3820010816
663,1600069357,52,669,17,3820010827
664,1600069361,52,818,11,3820010827
665,1600069377,52,2700,17,3820010831
666,1600069377,52,2700,11,3820010831
667,1600069385,52,39,17,3820010859
668,1600070116,52,133,11,3820003935
669,1600070119,52,24,17,3820010906
670,1600070119,52,24,11,3820010906
671,1600070121,52,45,11,3820010906
672,1600070121,52,45,11,3820010906
673,1600070153,52,32,11,3820010713
674,1600070206,52,234,17,3820010937
675,1600070233,52,67,17,3820010942
676,1600070235,52,228,17,3820010948
677,1600070241,52,63,17,3820010966
678,1600070259,52,19,17,3820010975
679,1600070268,52,9,17,3820010989
680,1600070283,52,116,17,3823000481
681,1600070283,52,116,11,3823000481
682,1600070283,52,116,11,3823000481
683,1600070283,52,116,11,3823000481
684,1600070286,52,30,17,3823000482
685,1600070286,52,30,11,3823000482
686,1600070286,52,30,11,3823000482
687,1600070286,52,30,11,3823000482
688,1600070290,52,294,11,3823000482
689,1600070290,52,294,11,3823000482
690,1600070290,52,294,11,3823000482
691,1600070290,52,294,11,3823000482
692,1600070626,52,758,10,3820010354
693,1600070628,52,58,18,3823000296
694,1600070628,52,58,11,3823000296
695,1600070628,52,58,11,3823000296
696,1600070628,52,58,11,3823000296
697,1600070660,52,10,18,3820010787
698,1600070833,52,232,18,3820009309
699,1600070961,52,59,18,3820010799
700,1600070963,52,50,11,3820010799
701,1600070965,52,44,11,3820010799
702,1600070967,52,61,11,3820010799
703,1600070971,52,8,11,3820010799
704,1600071008,52,200,11,3820010669
705,1600071023,52,21,11,3820010906
706,1600071023,52,21,11,3820010906
707,1600071025,52,28,11,3820010906
708,1600071025,52,28,11,3820010906
709,1600071073,52,67,18,3820011012
710,1600071103,52,2052,18,3820011013
711,1600071110,52,33,-1,3820011016
712,1600071110,52,33,-1,3820011016
713,1600071112,52,30,-1,3820011016
714,1600071112,52,30,-1,3820011016
715,1600071114,52,29,-1,3820011016
716,1600071114,52,29,-1,3820011016
717,1600071116,52,26,-1,3820011016
718,1600071116,52,26,-1,3820011016
719,1600071118,52,26,-1,3820011016
720,1600071118,52,26,-1,3820011016
721,1600071140,52,26,-1,3820011016
722,1600071140,52,26,-1,3820011016
723,1600071144,52,96,18,3820011019
724,1600071148,52,7,18,3820011038
725,1600071152,52,43,18,3820011039
726,1600071184,52,57,18,3820011043
727,1600071186,52,52,11,3820011043
728,1600071188,52,51,11,3820011043
729,1600071190,52,127,11,3820011043
730,1600071192,52,234,11,3820011043
731,1600071194,52,104,11,3820011043
732,1600071222,52,58,11,3820011043
733,1600071265,52,100,18,3820011053
734,1600071265,52,100,11,3820011053
735,1600071267,52,33,11,3820011053
736,1600071267,52,33,11,3820011053
737,1600071269,52,18,5,3820008213
738,1600071350,52,272,18,3820011097
739,1600071355,52,545,11,3820011097
740,1600071377,52,545,11,3820011097
741,1600071381,52,545,11,3820011097
742,1600071464,52,436,18,3820010526
743,1600071488,52,6764,18,3820011021
744,1600071492,52,6764,12,3820011021
745,1600071496,52,2400,3,3820003933
746,1600071546,52,31,18,3820011054
747,1600071548,52,48,11,3820011054
748,1600071550,52,105,11,3820011054
749,1600071561,52,60,18,3820011057
750,1600071564,52,57,11,3820011057
751,1600071567,52,105,11,3820011057
752,1600071570,52,105,11,3820011057
753,1600071589,52,11,18,3820008584
754,1600071653,52,11,10,3820010357
755,1600071670,52,136,12,3820011057
756,1600071672,52,66,12,3820011057
757,1600071675,52,44,12,3820011057
758,1600071677,52,40,12,3820011057
759,1600071679,52,70,12,3820011057
760,1600071682,52,571,18,3820011059
761,1600071693,52,375,18,3820011062
762,1600071727,52,379,18,3820011089
763,1600071792,52,338,18,3820011175
764,1600071846,52,112,18,3820011107
765,1600071867,52,63,18,3820011136
766,1600071871,52,342,18,3820011137
767,1600071900,52,90,18,3820011148
768,1600071900,52,90,12,3820011148
769,1600071900,52,90,12,3820011148
