,of,ct,duracao,semana,ov
3196,1600071260,55,5,8,3820011053
3197,1600071260,55,5,8,3820011053
3198,1600071263,55,1,8,3820011053
3199,1600071263,55,1,8,3820011053
3200,1600071478,55,10,31,3820010512
3201,1600071483,55,14,24,3823000366
3202,1600071483,55,14,24,3823000366
3203,1600071483,55,14,24,3823000366
3204,1600071483,55,14,24,3823000366
3205,1600071544,55,46,8,3820011054
3206,1600071554,55,12,32,3820011056
3207,1600071610,55,72,8,3820011057
3208,1600071612,55,34,8,3820011057
3209,1600071643,55,16,8,3820011057
3210,1600071645,55,4,8,3820011057
3211,1600071647,55,4,8,3820011057
3212,1600071649,55,20,8,3820011057
3213,1600071669,55,147,19,3820008492
3214,1600071686,55,12,32,3820011060
3215,1600071686,55,12,32,3820011060
3216,1600071689,55,6,32,3820011060
3217,1600071689,55,6,32,3820011060
3218,1600071696,55,59,32,3820011076
3219,1600071698,55,63,32,3820011077
3220,1600071700,55,26,32,3820011077
3221,1600071703,55,36,32,3820011079
3222,1600071705,55,38,32,3820011079
3223,1600071707,55,108,32,3820011079
3224,1600071709,55,54,32,3820011079
3225,1600071712,55,89,32,3820011079
3226,1600071715,55,9,32,3820011086
3227,1600071721,55,50,32,3820011087
3228,1600071726,55,507,8,3820011089
3229,1600071730,55,3,32,3820011090
3230,1600071733,55,611,19,3820008318
3231,1600071828,55,39,26,3820009854
3232,1600071832,55,2,32,3820011103
3233,1600071834,55,9,32,3820011103
3234,1600071837,55,5,32,3820011103
3235,1600071839,55,2,32,3820011103
3236,1600071841,55,2,32,3820011103
3237,1600071843,55,3,32,3820011103
3238,1600071863,55,74,32,3820011134
3239,1600071866,55,52,32,3820011135
3240,1600071866,55,52,32,3820011135
3241,1600071881,55,151,32,3820011138
3242,1600071883,55,147,32,3820011138
3243,1600071885,55,151,32,3820011139
3244,1600071887,55,147,32,3820011139
3245,1600071894,55,277,32,3820011140
3246,1600071897,55,147,32,3820011140
3247,1600071903,55,8,32,3820011150
3248,1600072042,55,1,32,3820010693
3249,383387499,59,144,9,3820007986
3250,383387500,59,216,0,3820007987
3251,383387501,59,144,10,3820007988
3252,383387502,59,24,0,3820010793
3253,383387503,59,24,0,3820011057
3254,383387504,59,13,9,3820011203
3255,383387607,59,6,27,3820007691
3256,383387608,59,4,9,3820010729
3257,383387608,59,4,0,3820010729
3258,383387738,59,6,10,3820011184
3259,383387739,59,2,9,3820011157
3260,383387739,59,2,0,3820011157
3261,383387744,59,1,0,3820010793
3262,383387745,59,1,0,3820011057
3263,383387797,59,256,-1,3823000504
3264,383387797,59,256,-1,3823000504
3265,383387797,59,256,-1,3823000504
3266,383387797,59,256,-1,3823000504
3267,383387797,59,256,-1,3823000504
3268,383387797,59,256,-1,3823000504
3269,383387797,59,256,-1,3823000504
3270,383387797,59,256,-1,3823000504
3271,1600041125,59,14,19,3820007796
3272,1600048589,59,5,19,3820008454
3273,1600048590,59,5,0,3820008454
3274,1600048595,59,11,0,3820008454
3275,1600048596,59,13,0,3820008454
3276,1600048601,59,5,19,3820008455
3277,1600048602,59,5,0,3820008455
3278,1600048607,59,11,0,3820008455
3279,1600048608,59,13,0,3820008455
3280,1600048809,59,20,0,3820008584
3281,1600049780,59,2299,0,3823000308
3282,1600049780,59,2299,1,3823000308
3283,1600049780,59,2299,2,3823000308
3284,1600049780,59,2299,3,3823000308
3285,1600049784,59,2299,4,3823000308
3286,1600049784,59,2299,5,3823000308
3287,1600049784,59,2299,6,3823000308
3288,1600049784,59,2299,7,3823000308
3289,1600049787,59,2299,8,3823000308
3290,1600049787,59,2299,9,3823000308
3291,1600049787,59,2299,10,3823000308
3292,1600049787,59,2299,11,3823000308
3293,1600050964,59,8,0,3820008683
3294,1600050964,59,8,0,3820008683
3295,1600050968,59,8,0,3820008683
3296,1600050968,59,8,0,3820008683
3297,1600051081,59,6,12,3820008687
3298,1600051081,59,6,12,3820008687
3299,1600051085,59,13,12,3820008687
3300,1600051085,59,13,12,3820008687
3301,1600053766,59,1,23,3820009018
3302,1600054167,59,6,23,3820009117
3303,1600054330,59,7,0,3820009156
3304,1600054333,59,12,0,3820009156
3305,1600055189,59,12,23,3820009266
3306,1600056312,59,22,23,3820009403
3307,1600056573,59,259,12,3823000365
3308,1600056573,59,259,12,3823000365
3309,1600056573,59,259,12,3823000365
3310,1600056573,59,259,12,3823000365
3311,1600057734,59,259,12,3823000370
3312,1600057734,59,259,12,3823000370
3313,1600057734,59,259,12,3823000370
3314,1600057734,59,259,12,3823000370
3315,1600058161,59,1,25,3820009487
3316,1600058238,59,8,0,3820009566
3317,1600058238,59,8,0,3820009566
3318,1600059120,59,144,25,3820007984
3319,1600059210,59,3,25,3820003990
3320,1600059383,59,1,0,3820009710
3321,1600059386,59,1,0,3820009710
3322,1600059389,59,2,0,3820009710
3323,1600059392,59,26,0,3823000369
3324,1600059392,59,26,0,3823000369
3325,1600059392,59,26,0,3823000369
3326,1600059392,59,26,0,3823000369
3327,1600060116,59,8,26,3820009755
3328,1600060812,59,4,26,3820009863
3329,1600060812,59,4,13,3820009863
3330,1600061096,59,20,26,3820009739
3331,1600061973,59,1,0,3820010053
3332,1600062072,59,5,26,3820009769
3333,1600062329,59,11,26,3820009871
3334,1600062333,59,16,26,3820009873
3335,1600062533,59,38,13,3820009838
3336,1600062537,59,22,26,3820009840
3337,1600062541,59,75,26,3820009843
3338,1600062581,59,19,26,3820009933
3339,1600062636,59,8,26,3820009956
3340,1600063306,59,54,26,3820009817
3341,1600063355,59,25,13,3820009956
3342,1600064181,59,4,27,3820010219
3343,1600064319,59,54,27,3820010242
3344,1600064454,59,8,-1,3820008213
3345,1600064877,59,4,27,3820010254
3346,1600064924,59,0,27,3820010296
3347,1600064991,59,5,27,3820010317
3348,1600066260,59,5,-1,3820008213
3349,1600066623,59,8,31,3820010467
3350,1600066623,59,8,13,3820010467
3351,1600066867,59,40,31,3820010514
3352,1600067207,59,216,32,3820007985
3353,1600067214,59,5,-1,3820008213
3354,1600067215,59,5,-1,3820008213
3355,1600067216,59,5,-1,3820008213
3356,1600067217,59,7,-1,3820008213
3357,1600067218,59,7,-1,3820008213
3358,1600067219,59,7,-1,3820008213
3359,1600067220,59,7,-1,3820008213
3360,1600067271,59,4,31,3820010494
3361,1600067304,59,21,13,3820010405
3362,1600067304,59,21,13,3820010405
3363,1600067445,59,1,13,3820010465
3364,1600067445,59,1,13,3820010465
3365,1600067449,59,2,13,3820010465
3366,1600067449,59,2,13,3820010465
3367,1600067464,59,280,19,3820010484
3368,1600067464,59,280,0,3820010484
3369,1600068089,59,14,13,3820010714
3370,1600068098,59,5,13,3820010714
3371,1600068114,59,10,13,3820010714
3372,1600068572,59,23,0,3820009716
3373,1600068576,59,11,0,3820009716
3374,1600068688,59,2,19,3820008683
3375,1600068688,59,2,0,3820008683
3376,1600069391,59,3,32,3820010867
3377,1600070157,59,7,32,3820010722
3378,1600070193,59,2,32,3820010934
3379,1600070246,59,11,32,3820010969
3380,1600070249,59,8,13,3820010969
3381,1600070252,59,6,13,3820010969
3382,1600070275,59,52,0,3823000481
3383,1600070275,59,52,0,3823000481
3384,1600070275,59,52,0,3823000481
3385,1600070275,59,52,0,3823000481
3386,1600070897,59,1,32,3820010740
3387,1600071016,59,63,0,3820010816
3388,1600071227,59,9,0,3820011053
3389,1600071227,59,9,0,3820011053
3390,1600071230,59,18,0,3820011053
3391,1600071230,59,18,0,3820011053
3392,1600071233,59,15,0,3820011053
3393,1600071233,59,15,0,3820011053
3394,1600071236,59,4,0,3820011053
3395,1600071236,59,4,0,3820011053
3396,1600071239,59,6,0,3820011053
3397,1600071239,59,6,0,3820011053
3398,1600071262,59,2,0,3820011053
3399,1600071262,59,2,0,3820011053
3400,1600071685,59,11,32,3820011060
3401,1600071685,59,11,13,3820011060
3402,1600071688,59,8,13,3820011060
3403,1600071688,59,8,13,3820011060
3404,1600071702,59,8,32,3820011079
3405,1600071720,59,47,32,3820011087
3406,1600072045,59,53,22,3820009977
3407,383387569,56,114,22,3820000751
3408,383387663,56,18,-1,3820010237
3409,383387708,56,234,-1,3820010525
3410,383387747,56,86,8,3820000792
3411,383387813,56,1,22,3820011214
3412,383387813,56,1,22,3820011214
3413,383387814,56,3,22,3820011214
3414,383387814,56,3,22,3820011214
3415,383388131,56,140,9,3820011169
3416,383388139,56,1593,0,3820000899
3417,383388140,56,1593,0,3820000899
3418,383388141,56,1593,0,3820000899
3419,383388142,56,1593,0,3820000899
3420,383388143,56,1593,0,3820000899
3421,383388144,56,1593,0,3820000899
3422,383388146,56,30,22,3820003536
3423,383388158,56,18,22,3820003536
3424,383388255,56,229,22,3820000478
3425,383388256,56,65,22,3820000479
3426,383388270,56,0,22,3820010901
3427,383388271,56,0,22,3820010901
3428,383388272,56,0,22,3820010901
3429,383388273,56,0,22,3820010901
3430,383388274,56,0,22,3820010901
3431,383388315,56,309,22,3820000518
3432,383388316,56,793,22,3820000519
3433,383388317,56,793,23,3820000520
3434,383388318,56,793,23,3820000521
3435,383388319,56,793,23,3820000522
3436,383388320,56,793,23,3820000523
3437,383388321,56,793,23,3820000524
3438,383388322,56,793,24,3820000525
3439,383388323,56,793,24,3820000526
3440,383388324,56,793,24,3820000527
3441,383388325,56,793,24,3820000528
3442,383388326,56,793,27,3820000529
3443,383388327,56,793,27,3820000530
3444,383388328,56,793,27,3820000531
3445,383388329,56,793,27,3820000532
3446,383388330,56,793,27,3820000533
3447,383388331,56,793,28,3820000534
3448,383388332,56,793,28,3820000535
3449,383388333,56,793,28,3820000536
3450,383388334,56,793,28,3820000537
3451,383388335,56,793,28,3820000538
3452,383388336,56,793,28,3820000539
3453,383388337,56,793,29,3820000540
3454,383388626,56,14,29,3820010739
3455,383388636,56,2,-1,3823000504
3456,383388636,56,2,-1,3823000504
3457,383388636,56,2,-1,3823000504
3458,383388636,56,2,-1,3823000504
3459,383388636,56,2,-1,3823000504
3460,383388636,56,2,-1,3823000504
3461,383388636,56,2,-1,3823000504
3462,383388636,56,2,-1,3823000504
3463,383388729,56,1200,29,3820001064
3464,383388786,56,5,8,3820008483
3465,383388792,56,40,29,3820011119
3466,383388792,56,40,29,3820011119
3467,383388793,56,103,9,3820011182
3468,383388794,56,119,4,3820011182
3469,383389063,56,396,1,3823000504
3470,383389063,56,396,1,3823000504
3471,383389063,56,396,1,3823000504
3472,383389063,56,396,1,3823000504
3473,383389063,56,396,1,3823000504
3474,383389063,56,396,1,3823000504
3475,383389063,56,396,1,3823000504
3476,383389063,56,396,1,3823000504
3477,383389064,56,45,15,3820011209
3478,383389065,56,66,15,3820011209
3479,383389066,56,143,1,3823000504
3480,383389066,56,143,1,3823000504
3481,383389066,56,143,1,3823000504
3482,383389066,56,143,1,3823000504
3483,383389066,56,143,1,3823000504
3484,383389066,56,143,1,3823000504
3485,383389066,56,143,1,3823000504
3486,383389066,56,143,2,3823000504
3487,383389067,56,10,29,3820000394
3488,383389068,56,394,4,3823000341
3489,383389068,56,394,4,3823000341
3490,383389068,56,394,4,3823000341
3491,383389068,56,394,4,3823000341
3492,383389068,56,394,4,3823000341
3493,383389068,56,394,4,3823000341
3494,383389068,56,394,4,3823000341
3495,383389068,56,394,5,3823000341
3496,383389069,56,170,4,3823000341
3497,383389069,56,170,4,3823000341
3498,383389069,56,170,4,3823000341
3499,383389069,56,170,4,3823000341
3500,383389069,56,170,4,3823000341
3501,383389069,56,170,4,3823000341
3502,383389069,56,170,4,3823000341
3503,383389069,56,170,4,3823000341
3504,383389070,56,65,0,3823000504
3505,383389070,56,65,0,3823000504
3506,383389070,56,65,0,3823000504
3507,383389070,56,65,0,3823000504
3508,383389070,56,65,0,3823000504
3509,383389070,56,65,0,3823000504
3510,383389070,56,65,0,3823000504
3511,383389070,56,65,0,3823000504
3512,383389071,56,9,24,3823000366
3513,383389071,56,9,19,3823000366
3514,383389071,56,9,19,3823000366
3515,383389071,56,9,19,3823000366
3516,383389072,56,31,0,3823000504
3517,383389072,56,31,0,3823000504
3518,383389072,56,31,0,3823000504
3519,383389072,56,31,0,3823000504
3520,383389072,56,31,0,3823000504
3521,383389072,56,31,0,3823000504
3522,383389072,56,31,0,3823000504
3523,383389072,56,31,0,3823000504
3524,383389073,56,73,0,3823000504
3525,383389073,56,73,0,3823000504
3526,383389073,56,73,0,3823000504
3527,383389073,56,73,0,3823000504
3528,383389073,56,73,0,3823000504
3529,383389073,56,73,0,3823000504
3530,383389073,56,73,0,3823000504
3531,383389073,56,73,0,3823000504
3532,383389074,56,37,29,3820003396
3533,383389075,56,53,0,3823000504
3534,383389075,56,53,0,3823000504
3535,383389075,56,53,0,3823000504
3536,383389075,56,53,0,3823000504
3537,383389075,56,53,0,3823000504
3538,383389075,56,53,0,3823000504
3539,383389075,56,53,0,3823000504
3540,383389075,56,53,0,3823000504
3541,383389076,56,115,0,3823000504
3542,383389076,56,115,0,3823000504
3543,383389076,56,115,0,3823000504
3544,383389076,56,115,0,3823000504
3545,383389076,56,115,0,3823000504
3546,383389076,56,115,0,3823000504
3547,383389076,56,115,0,3823000504
3548,383389076,56,115,0,3823000504
3549,383389077,56,160,0,3823000504
3550,383389077,56,160,0,3823000504
3551,383389077,56,160,0,3823000504
3552,383389077,56,160,0,3823000504
3553,383389077,56,160,0,3823000504
3554,383389077,56,160,0,3823000504
3555,383389077,56,160,0,3823000504
3556,383389077,56,160,1,3823000504
3557,383389078,56,52,0,3823000504
3558,383389078,56,52,0,3823000504
3559,383389078,56,52,0,3823000504
3560,383389078,56,52,0,3823000504
3561,383389078,56,52,0,3823000504
3562,383389078,56,52,0,3823000504
3563,383389078,56,52,0,3823000504
3564,383389078,56,52,0,3823000504
3565,383389084,56,128,29,3820003807
3566,383389355,56,235,18,3820008370
3567,383389356,56,5,18,3823000328
3568,383389356,56,5,15,3823000328
3569,383389356,56,5,15,3823000328
3570,383389356,56,5,15,3823000328
3571,383389356,56,5,15,3823000328
3572,383389356,56,5,15,3823000328
3573,383389356,56,5,15,3823000328
3574,383389356,56,5,15,3823000328
3575,383389357,56,10,29,3820011119
3576,383389357,56,10,29,3820011119
3577,383389358,56,321,29,3820000068
3578,383389359,56,427,18,3820008942
3579,383389574,56,0,29,3820002233
3580,383389575,56,0,29,3820002234
3581,383389576,56,0,29,3820002235
3582,383389579,56,28,29,3820002238
3583,383389580,56,40,29,3820002239
3584,383389581,56,20,29,3820002240
3585,383389843,56,2,27,3823000225
3586,383389843,56,2,21,3823000225
3587,383389843,56,2,21,3823000225
3588,383389843,56,2,21,3823000225
3589,383389844,56,1,15,3823000328
3590,383389844,56,1,15,3823000328
3591,383389844,56,1,15,3823000328
3592,383389844,56,1,15,3823000328
3593,383389844,56,1,15,3823000328
3594,383389844,56,1,15,3823000328
3595,383389844,56,1,15,3823000328
3596,383389844,56,1,15,3823000328
3597,1600027000,56,70,19,3820005907
3598,1600027068,56,95,19,3820005929
3599,1600027073,56,95,15,3820005929
3600,1600028171,56,58,19,3820006004
3601,1600031122,56,163,19,3820006650
3602,1600043839,56,312,19,3820008180
3603,1600043840,56,1098,15,3820008180
3604,1600045812,56,74,-1,3820008073
3605,1600045817,56,74,-1,3820008073
3606,1600045822,56,74,-1,3820008073
3607,1600045827,56,96,-1,3820008073
3608,1600045842,56,318,19,3820008080
3609,1600047494,56,840,29,3820008300
3610,1600047825,56,107,19,3820008317
3611,1600047894,56,1059,19,3820008318
3612,1600047899,56,1208,19,3820008319
3613,1600048522,56,235,15,3820008370
3614,1600048528,56,61,19,3820008371
3615,1600048587,56,5211,15,3820008454
3616,1600048588,56,5211,16,3820008454
3617,1600048599,56,5211,17,3820008455
3618,1600048600,56,5211,18,3820008455
3619,1600050015,56,127,22,3820008563
3620,1600050060,56,124,22,3820008564
3621,1600050331,56,1593,0,3820000899
3622,1600050332,56,1593,0,3820000899
3623,1600050974,56,20,15,3820008683
3624,1600050974,56,20,15,3820008683
3625,1600050979,56,60,15,3820008683
3626,1600050979,56,60,15,3820008683
3627,1600051038,56,39,22,3820008687
3628,1600051038,56,39,19,3820008687
3629,1600051091,56,22,19,3820008687
3630,1600051091,56,22,19,3820008687
3631,1600051485,56,2728,-1,3820008875
3632,1600051902,56,1000,-1,3820008899
3633,1600051906,56,1000,-1,3820008899
3634,1600051910,56,100,2,3820008899
3635,1600052059,56,245,23,3820008765
3636,1600054049,56,44,23,3820009076
3637,1600054053,56,47,23,3820009078
3638,1600054741,56,48,23,3820008909
3639,1600054843,56,3,29,3820003255
3640,1600056072,56,200,23,3820009325
3641,1600056075,56,200,19,3820009325
3642,1600056078,56,200,19,3820009325
3643,1600056314,56,2,19,3820009403
3644,1600056546,56,635,29,3820003290
3645,1600056547,56,635,29,3820003291
3646,1600056548,56,635,30,3820003292
3647,1600056549,56,635,30,3820003293
3648,1600056635,56,36,2,3823000369
3649,1600056635,56,36,2,3823000369
3650,1600056635,56,36,2,3823000369
3651,1600056635,56,36,2,3823000369
3652,1600056639,56,31,2,3823000369
3653,1600056639,56,31,2,3823000369
3654,1600056639,56,31,2,3823000369
3655,1600056639,56,31,2,3823000369
3656,1600057045,56,126,24,3820009306
3657,1600057293,56,102,24,3820009449
3658,1600057332,56,201,5,3823000341
3659,1600057332,56,201,5,3823000341
3660,1600057332,56,201,5,3823000341
3661,1600057332,56,201,5,3823000341
3662,1600057332,56,201,5,3823000341
3663,1600057332,56,201,5,3823000341
3664,1600057332,56,201,5,3823000341
3665,1600057332,56,201,5,3823000341
3666,1600057348,56,201,5,3823000341
3667,1600057348,56,201,5,3823000341
3668,1600057348,56,201,5,3823000341
3669,1600057348,56,201,5,3823000341
3670,1600057348,56,201,5,3823000341
3671,1600057348,56,201,5,3823000341
3672,1600057348,56,201,5,3823000341
3673,1600057348,56,201,5,3823000341
3674,1600057353,56,197,5,3823000341
3675,1600057353,56,197,5,3823000341
3676,1600057353,56,197,5,3823000341
3677,1600057353,56,197,6,3823000341
3678,1600057353,56,197,6,3823000341
3679,1600057353,56,197,6,3823000341
3680,1600057353,56,197,6,3823000341
3681,1600057353,56,197,6,3823000341
3682,1600057358,56,219,6,3823000341
3683,1600057358,56,219,6,3823000341
3684,1600057358,56,219,6,3823000341
3685,1600057358,56,219,6,3823000341
3686,1600057358,56,219,6,3823000341
3687,1600057358,56,219,6,3823000341
3688,1600057358,56,219,6,3823000341
3689,1600057358,56,219,6,3823000341
3690,1600057363,56,316,6,3823000341
3691,1600057363,56,316,6,3823000341
3692,1600057363,56,316,6,3823000341
3693,1600057363,56,316,6,3823000341
3694,1600057363,56,316,6,3823000341
3695,1600057363,56,316,7,3823000341
3696,1600057363,56,316,7,3823000341
3697,1600057363,56,316,7,3823000341
3698,1600057368,56,190,7,3823000341
3699,1600057368,56,190,7,3823000341
3700,1600057368,56,190,7,3823000341
3701,1600057368,56,190,7,3823000341
3702,1600057368,56,190,7,3823000341
3703,1600057368,56,190,7,3823000341
3704,1600057368,56,190,7,3823000341
3705,1600057368,56,190,7,3823000341
3706,1600057373,56,311,7,3823000341
3707,1600057373,56,311,7,3823000341
3708,1600057373,56,311,7,3823000341
3709,1600057373,56,311,7,3823000341
3710,1600057373,56,311,7,3823000341
3711,1600057373,56,311,7,3823000341
3712,1600057373,56,311,8,3823000341
3713,1600057373,56,311,8,3823000341
3714,1600057378,56,206,8,3823000341
3715,1600057378,56,206,8,3823000341
3716,1600057378,56,206,8,3823000341
3717,1600057378,56,206,8,3823000341
3718,1600057378,56,206,8,3823000341
3719,1600057378,56,206,8,3823000341
3720,1600057378,56,206,8,3823000341
3721,1600057378,56,206,8,3823000341
3722,1600057380,56,55,8,3823000341
3723,1600057380,56,55,8,3823000341
3724,1600057380,56,55,8,3823000341
3725,1600057380,56,55,8,3823000341
3726,1600057380,56,55,8,3823000341
3727,1600057380,56,55,8,3823000341
3728,1600057380,56,55,8,3823000341
3729,1600057380,56,55,8,3823000341
3730,1600057380,56,55,8,3823000341
3731,1600057380,56,55,8,3823000341
3732,1600057380,56,55,8,3823000341
3733,1600057380,56,55,8,3823000341
3734,1600057380,56,55,8,3823000341
3735,1600057380,56,55,8,3823000341
3736,1600057380,56,55,8,3823000341
3737,1600057380,56,55,8,3823000341
3738,1600057382,56,797,8,3823000341
3739,1600057382,56,797,8,3823000341
3740,1600057382,56,797,9,3823000341
3741,1600057382,56,797,9,3823000341
3742,1600057382,56,797,9,3823000341
3743,1600057382,56,797,9,3823000341
3744,1600057382,56,797,9,3823000341
3745,1600057382,56,797,10,3823000341
3746,1600057395,56,806,11,3823000341
3747,1600057395,56,806,11,3823000341
3748,1600057395,56,806,12,3823000341
3749,1600057395,56,806,12,3823000341
3750,1600057395,56,806,12,3823000341
3751,1600057395,56,806,12,3823000341
3752,1600057395,56,806,12,3823000341
3753,1600057395,56,806,12,3823000341
3754,1600057400,56,661,13,3823000341
3755,1600057400,56,661,13,3823000341
3756,1600057400,56,661,13,3823000341
3757,1600057400,56,661,13,3823000341
3758,1600057400,56,661,13,3823000341
3759,1600057400,56,661,13,3823000341
3760,1600057400,56,661,13,3823000341
3761,1600057400,56,661,14,3823000341
3762,1600057401,56,117,14,3823000341
3763,1600057401,56,117,14,3823000341
3764,1600057401,56,117,14,3823000341
3765,1600057401,56,117,14,3823000341
3766,1600057401,56,117,14,3823000341
3767,1600057401,56,117,14,3823000341
3768,1600057401,56,117,14,3823000341
3769,1600057401,56,117,14,3823000341
3770,1600057405,56,79,14,3823000341
3771,1600057405,56,79,14,3823000341
3772,1600057405,56,79,14,3823000341
3773,1600057405,56,79,14,3823000341
3774,1600057405,56,79,14,3823000341
3775,1600057405,56,79,14,3823000341
3776,1600057405,56,79,14,3823000341
3777,1600057405,56,79,14,3823000341
3778,1600057409,56,45,14,3823000341
3779,1600057409,56,45,14,3823000341
3780,1600057409,56,45,14,3823000341
3781,1600057409,56,45,14,3823000341
3782,1600057409,56,45,14,3823000341
3783,1600057409,56,45,14,3823000341
3784,1600057409,56,45,14,3823000341
3785,1600057409,56,45,14,3823000341
3786,1600057418,56,998,14,3823000341
3787,1600057418,56,998,14,3823000341
3788,1600057418,56,998,0,3823000341
3789,1600057418,56,998,0,3823000341
3790,1600057418,56,998,0,3823000341
3791,1600057418,56,998,0,3823000341
3792,1600057418,56,998,0,3823000341
3793,1600057418,56,998,0,3823000341
3794,1600057419,56,998,0,3823000341
3795,1600057419,56,998,0,3823000341
3796,1600057419,56,998,0,3823000341
3797,1600057419,56,998,0,3823000341
3798,1600057419,56,998,0,3823000341
3799,1600057419,56,998,0,3823000341
3800,1600057419,56,998,0,3823000341
3801,1600057419,56,998,0,3823000341
3802,1600057428,56,38,19,3823000366
3803,1600057428,56,38,19,3823000366
3804,1600057428,56,38,19,3823000366
3805,1600057428,56,38,19,3823000366
3806,1600057433,56,50,19,3823000366
3807,1600057433,56,50,19,3823000366
3808,1600057433,56,50,20,3823000366
3809,1600057433,56,50,20,3823000366
3810,1600057438,56,438,20,3823000366
3811,1600057438,56,438,20,3823000366
3812,1600057438,56,438,20,3823000366
3813,1600057438,56,438,20,3823000366
3814,1600057443,56,31,20,3823000366
3815,1600057443,56,31,20,3823000366
3816,1600057443,56,31,20,3823000366
3817,1600057443,56,31,20,3823000366
3818,1600057448,56,115,20,3823000366
3819,1600057448,56,115,20,3823000366
3820,1600057448,56,115,20,3823000366
3821,1600057448,56,115,20,3823000366
3822,1600057453,56,31,20,3823000366
3823,1600057453,56,31,20,3823000366
3824,1600057453,56,31,20,3823000366
3825,1600057453,56,31,20,3823000366
3826,1600057458,56,126,20,3823000366
3827,1600057458,56,126,20,3823000366
3828,1600057458,56,126,20,3823000366
3829,1600057458,56,126,20,3823000366
3830,1600057463,56,75,20,3823000366
3831,1600057463,56,75,20,3823000366
3832,1600057463,56,75,20,3823000366
3833,1600057463,56,75,20,3823000366
3834,1600057468,56,53,20,3823000366
3835,1600057468,56,53,20,3823000366
3836,1600057468,56,53,20,3823000366
3837,1600057468,56,53,20,3823000366
3838,1600058153,56,171,10,3820009476
3839,1600058236,56,429,25,3820009565
3840,1600058763,56,456,30,3820009628
3841,1600058927,56,4,25,3820009598
3842,1600058930,56,4,25,3820009599
3843,1600058945,56,240,2,3820009608
3844,1600058949,56,240,2,3820009609
3845,1600059452,56,448,30,3820009628
3846,1600059455,56,264,30,3820009628
3847,1600059458,56,73,30,3820009682
3848,1600059915,56,7,4,3820009476
3849,1600059919,56,5,4,3820009476
3850,1600059942,56,3,4,3820009476
3851,1600060372,56,998,0,3823000341
3852,1600060372,56,998,0,3823000341
3853,1600060372,56,998,0,3823000341
3854,1600060372,56,998,0,3823000341
3855,1600060372,56,998,0,3823000341
3856,1600060372,56,998,0,3823000341
3857,1600060372,56,998,0,3823000341
3858,1600060372,56,998,0,3823000341
3859,1600060377,56,797,10,3823000341
3860,1600060377,56,797,10,3823000341
3861,1600060377,56,797,10,3823000341
3862,1600060377,56,797,10,3823000341
3863,1600060377,56,797,11,3823000341
3864,1600060377,56,797,11,3823000341
3865,1600060377,56,797,11,3823000341
3866,1600060377,56,797,11,3823000341
3867,1600060768,56,5,30,3820009831
3868,1600060768,56,5,30,3820009831
3869,1600060771,56,5,30,3820009831
3870,1600060771,56,5,30,3820009831
3871,1600060793,56,35,30,3820009834
3872,1600060796,56,35,30,3820009835
3873,1600060808,56,207,26,3820009861
3874,1600060808,56,207,20,3820009861
3875,1600060825,56,14,26,3820009867
3876,1600060889,56,52,26,3820009584
3877,1600060947,56,99,26,3820009643
3878,1600061004,56,53,26,3820009713
3879,1600061019,56,159,26,3820009736
3880,1600061069,56,94,26,3820009737
3881,1600061080,56,205,26,3820009738
3882,1600061613,56,2160,30,3820010011
3883,1600061613,56,2160,0,3820010011
3884,1600061616,56,1344,0,3820010011
3885,1600061616,56,1344,0,3820010011
3886,1600061990,56,205,26,3820009740
3887,1600061996,56,205,20,3820009740
3888,1600062006,56,62,2,3820010055
3889,1600062022,56,205,20,3820009740
3890,1600062044,56,100,26,3820009753
3891,1600062050,56,68,21,3820009753
3892,1600062055,56,64,21,3820009753
3893,1600062070,56,105,20,3820009769
3894,1600062314,56,13,26,3820009858
3895,1600062316,56,10,21,3820009858
3896,1600062317,56,1,21,3820009858
3897,1600062343,56,4211,26,3820009874
3898,1600062364,56,32,25,3820009885
3899,1600062442,56,23,25,3820010040
3900,1600062467,56,637,25,3820010060
3901,1600062488,56,4211,25,3820009928
3902,1600062546,56,9,24,3820009844
3903,1600062551,56,45,24,3820009852
3904,1600062556,56,109,24,3820009868
3905,1600062561,56,84,24,3820009869
3906,1600062566,56,2105,0,3820009872
3907,1600062572,56,2105,0,3820009882
3908,1600062578,56,63,24,3820009929
3909,1600062611,56,382,24,3820009944
3910,1600062633,56,98,24,3820009954
3911,1600062643,56,175,24,3820009986
3912,1600062647,56,175,24,3820010012
3913,1600062681,56,107,24,3820010045
3914,1600062909,56,2160,31,3820010048
3915,1600062909,56,2160,0,3820010048
3916,1600062912,56,840,31,3820010048
3917,1600062912,56,840,31,3820010048
3918,1600062915,56,240,31,3820010048
3919,1600062915,56,240,31,3820010048
3920,1600062918,56,240,31,3820010048
3921,1600062918,56,240,31,3820010048
3922,1600063273,56,197,10,3820009716
3923,1600063303,56,28,24,3820009813
3924,1600063455,56,49,21,3823000407
3925,1600063455,56,49,21,3823000407
3926,1600063455,56,49,21,3823000407
3927,1600063455,56,49,21,3823000407
3928,1600063460,56,40,21,3823000407
3929,1600063460,56,40,21,3823000407
3930,1600063460,56,40,21,3823000407
3931,1600063460,56,40,21,3823000407
3932,1600063464,56,3,21,3823000407
3933,1600063464,56,3,21,3823000407
3934,1600063464,56,3,21,3823000407
3935,1600063464,56,3,21,3823000407
3936,1600063469,56,10,21,3823000407
3937,1600063469,56,10,21,3823000407
3938,1600063469,56,10,21,3823000407
